ZIPCODE,Avg Gross Income,Lat,Long,JSON-style lat/lon/money
56218,12726,44.838823,-95.94042,"44.838823, -95.94042, 12726"
56219,12078,45.606998,-96.81833,"45.606998, -96.81833, 12078"
56220,63124,44.725437,-96.2921,"44.725437, -96.2921, 63124"
56221,21584,45.556847,-96.1897,"45.556847, -96.1897, 21584"
56222,46049,44.974538,-95.36594,"44.974538, -95.36594, 46049"
56223,32867,44.761504,-95.8183,"44.761504, -95.8183, 32867"
56224,8833,44.375214,-95.06695,"44.375214, -95.06695, 8833"
56225,17157,45.459383,-96.44694,"45.459383, -96.44694, 17157"
56226,5765,45.409218,-95.69334,"45.409218, -95.69334, 5765"
56228,18635,44.933861,-94.67563,"44.933861, -94.67563, 18635"
56229,46561,44.609098,-95.70555,"44.609098, -95.70555, 46561"
56230,19329,44.79129,-95.09671,"44.79129, -95.09671, 19329"
56231,9837,45.27133,-95.7711,"45.27133, -95.7711, 9837"
56232,53077,44.932368,-96.04823,"44.932368, -96.04823, 53077"
56235,13413,45.697239,-96.01767,"45.697239, -96.01767, 13413"
56236,11844,45.664974,-96.39608,"45.664974, -96.39608, 11844"
56237,13273,44.616243,-95.43173,"44.616243, -95.43173, 13273"
56239,13735,44.515475,-95.89576,"44.515475, -95.89576, 13735"
56240,19057,45.568463,-96.45916,"45.568463, -96.45916, 19057"
56241,113713,44.794723,-95.56737,"44.794723, -95.56737, 113713"
56243,34843,45.168724,-94.68641,"45.168724, -94.68641, 34843"
56244,41526,45.488399,-95.78157,"45.488399, -95.78157, 41526"
56245,11313,44.690608,-95.65028,"44.690608, -95.65028, 11313"
56248,24674,45.800145,-96.13895,"45.800145, -96.13895, 24674"
56249,8909,45.299531,-95.8996,"45.299531, -95.8996, 8909"
56251,20064,45.133103,-94.91976,"45.133103, -94.91976, 20064"
56252,25003,45.18553,-95.30198,"45.18553, -95.30198, 25003"
56253,23590,44.959237,-94.88831,"44.959237, -94.88831, 23590"
56255,8986,44.397402,-95.42013,"44.397402, -95.42013, 8986"
56256,60725,45.036047,-96.19573,"45.036047, -96.19573, 60725"
56257,10407,44.986761,-96.40968,"44.986761, -96.40968, 10407"
56258,354511,44.446885,-95.77281,"44.446885, -95.77281, 354511"
56260,21494,44.943885,-95.48031,"44.943885, -95.48031, 21494"
56262,15932,45.113285,-95.86913,"45.113285, -95.86913, 15932"
56263,15980,44.417337,-95.54999,"44.417337, -95.54999, 15980"
56264,45789,44.58701,-95.98153,"44.58701, -95.98153, 45789"
56265,176171,44.985313,-95.7066,"44.985313, -95.7066, 176171"
56266,35485,44.417533,-94.91902,"44.417533, -94.91902, 35485"
56267,140890,45.584124,-95.9092,"45.584124, -95.9092, 140890"
56270,30229,44.552749,-94.98994,"44.552749, -94.98994, 30229"
56271,28094,45.242264,-95.42422,"45.242264, -95.42422, 28094"
56273,114546,45.327429,-94.99921,"45.327429, -94.99921, 114546"
56276,5429,45.245844,-96.32641,"45.245844, -96.32641, 5429"
56277,75206,44.766441,-94.99624,"44.766441, -94.99624, 75206"
56278,52736,45.335958,-96.40032,"45.335958, -96.40032, 52736"
56279,27607,45.200641,-95.17748,"45.200641, -95.17748, 27607"
56280,10483,44.633159,-96.16532,"44.633159, -96.16532, 10483"
56281,18745,44.945831,-95.17628,"44.945831, -95.17628, 18745"
56282,32709,45.028945,-95.22418,"45.028945, -95.22418, 32709"
56283,160677,44.540923,-95.12732,"44.540923, -95.12732, 160677"
56284,47195,44.783251,-95.20682,"44.783251, -95.20682, 47195"
56285,25919,44.79624,-95.35045,"44.79624, -95.35045, 25919"
56288,164603,45.238936,-94.95001,"45.238936, -94.95001, 164603"
56289,14132,45.344013,-95.22335,"45.344013, -95.22335, 14132"
56291,8800,44.598116,-96.06801,"44.598116, -96.06801, 8800"
56292,12991,44.501023,-95.45228,"44.501023, -95.45228, 12991"
56293,30640,44.403815,-95.25784,"44.403815, -95.25784, 30640"
56295,7119,45.024344,-95.82794,"45.024344, -95.82794, 7119"
56296,48312,45.823795,-96.47706,"45.823795, -96.47706, 48312"
56297,18808,44.6367,-95.55359,"44.6367, -95.55359, 18808"
56301,732617,45.526066,-94.20649,"45.526066, -94.20649, 732617"
56303,544755,45.568516,-94.19251,"45.568516, -94.19251, 544755"
56304,286529,45.547283,-94.11303,"45.547283, -94.11303, 286529"
56307,115323,45.632455,-94.58257,"45.632455, -94.58257, 115323"
56308,663054,45.88645,-95.38287,"45.88645, -95.38287, 663054"
56309,28662,46.080287,-95.80539,"46.080287, -95.80539, 28662"
56310,174733,45.624705,-94.44973,"45.624705, -94.44973, 174733"
56311,13864,45.902998,-95.88297,"45.902998, -95.88297, 13864"
56312,45541,45.460931,-94.96697,"45.460931, -94.96697, 45541"
56314,22586,45.814436,-94.42539,"45.814436, -94.42539, 22586"
56315,36110,45.968739,-95.5942,"45.968739, -95.5942, 36110"
56316,25260,45.510591,-95.13636,"45.510591, -95.13636, 25260"
56318,23251,45.85303,-94.67459,"45.85303, -94.67459, 23251"
56319,29205,45.990781,-95.27033,"45.990781, -95.27033, 29205"
56320,198944,45.462728,-94.42511,"45.462728, -94.42511, 198944"
56323,10781,45.63381,-95.72642,"45.63381, -95.72642, 10781"
56324,28304,46.169964,-95.90465,"46.169964, -95.90465, 28304"
56326,29037,46.011931,-95.68104,"46.011931, -95.68104, 29037"
56327,17536,45.778773,-95.60302,"45.778773, -95.60302, 17536"
56329,139724,45.695411,-93.90417,"45.695411, -93.90417, 139724"
56330,31560,45.732493,-93.73102,"45.732493, -93.73102, 31560"
56331,43169,45.67539,-94.67303,"45.67539, -94.67303, 43169"
56332,31079,45.950306,-95.50754,"45.950306, -95.50754, 31079"
56334,128038,45.609555,-95.35104,"45.609555, -95.35104, 128038"
56336,37017,45.819474,-94.76247,"45.819474, -94.76247, 37017"
56338,29524,46.035241,-93.9153,"46.035241, -93.9153, 29524"
56339,20475,45.825031,-95.81104,"45.825031, -95.81104, 20475"
56340,45656,45.749908,-94.45647,"45.749908, -94.45647, 45656"
56342,59097,46.212757,-93.45729,"46.212757, -93.45729, 59097"
56343,18242,45.795887,-95.66742,"45.795887, -95.66742, 18242"
56345,288984,45.994029,-94.37183,"45.994029, -94.37183, 288984"
56347,118380,45.973572,-94.8582,"45.973572, -94.8582, 118380"
56349,19573,45.728732,-95.52504,"45.728732, -95.52504, 19573"
56350,7399,46.274325,-93.26096,"46.274325, -93.26096, 7399"
56352,111049,45.659491,-94.81417,"45.659491, -94.81417, 111049"
56353,170247,45.760191,-93.63247,"45.760191, -93.63247, 170247"
56354,28816,46.063391,-95.28168,"46.063391, -95.28168, 28816"
56355,12394,45.92084,-95.23965,"45.92084, -95.23965, 12394"
56357,21843,45.699995,-93.80256,"45.699995, -93.80256, 21843"
56358,55367,45.831767,-93.44162,"45.831767, -93.44162, 55367"
56359,57768,46.073505,-93.66983,"46.073505, -93.66983, 57768"
56360,66671,45.884771,-95.10486,"45.884771, -95.10486, 66671"
56361,43467,46.156758,-95.33754,"46.156758, -95.33754, 43467"
56362,127357,45.389395,-94.70519,"45.389395, -94.70519, 127357"
56364,87003,45.996396,-94.08461,"45.996396, -94.08461, 87003"
56367,173590,45.745266,-94.18176,"45.745266, -94.18176, 173590"
56368,106316,45.448703,-94.52597,"45.448703, -94.52597, 106316"
56373,62728,45.840565,-94.26434,"45.840565, -94.26434, 62728"
56374,191994,45.582653,-94.32974,"45.582653, -94.32974, 191994"
56375,20184,45.702598,-94.27609,"45.702598, -94.27609, 20184"
56377,522539,45.622966,-94.20959,"45.622966, -94.20959, 522539"
56378,162971,45.729898,-94.97236,"45.729898, -94.97236, 162971"
56379,380073,45.608178,-94.13838,"45.608178, -94.13838, 380073"
56381,58812,45.578335,-95.55201,"45.578335, -95.55201, 58812"
56382,25704,45.904129,-94.62373,"45.904129, -94.62373, 25704"
56384,6047,45.80679,-94.57067,"45.80679, -94.57067, 6047"
56385,19739,45.702767,-95.21433,"45.702767, -95.21433, 19739"
56386,11258,46.114445,-93.51986,"46.114445, -93.51986, 11258"
56387,114148,45.550378,-94.22429,"45.550378, -94.22429, 114148"
56401,591600,46.352758,-94.16289,"46.352758, -94.16289, 591600"
56425,191205,46.347175,-94.27017,"46.347175, -94.27017, 191205"
56431,174336,46.507241,-93.66458,"46.507241, -93.66458, 174336"
56433,23535,46.977161,-94.70512,"46.977161, -94.70512, 23535"
56435,39209,46.823666,-94.50471,"46.823666, -94.50471, 39209"
56437,16350,46.252854,-95.06222,"46.252854, -95.06222, 16350"
56438,49680,46.149276,-94.83088,"46.149276, -94.83088, 49680"
56440,20815,46.129933,-94.95278,"46.129933, -94.95278, 20815"
56441,58005,46.528094,-93.98055,"46.528094, -93.98055, 58005"
56442,83066,46.67066,-94.10686,"46.67066, -94.10686, 83066"
56443,31066,46.194584,-94.6196,"46.194584, -94.6196, 31066"
56444,84494,46.438976,-93.89064,"46.438976, -93.89064, 84494"
56446,22907,46.145445,-95.07071,"46.145445, -95.07071, 22907"
56447,19632,46.735697,-93.94205,"46.735697, -93.94205, 19632"
56448,13315,46.747211,-94.07246,"46.747211, -94.07246, 13315"
56449,32683,46.166054,-94.29254,"46.166054, -94.29254, 32683"
56450,22466,46.244818,-93.8155,"46.244818, -93.8155, 22466"
56452,45183,46.963355,-94.4646,"46.963355, -94.4646, 45183"
56453,12295,46.32091,-95.14567,"46.32091, -95.14567, 12295"
56455,27987,46.483523,-93.99978,"46.483523, -93.99978, 27987"
56458,6624,47.206754,-94.97109,"47.206754, -94.97109, 6624"
56461,56282,47.260013,-94.84475,"47.260013, -94.84475, 56282"
56464,67695,46.770167,-95.09659,"46.770167, -95.09659, 67695"
56465,53979,46.527729,-94.11071,"46.527729, -94.11071, 53979"
56466,55888,46.362398,-94.63849,"46.362398, -94.63849, 55888"
56467,50047,46.970017,-94.85013,"46.970017, -94.85013, 50047"
56468,155771,46.501623,-94.28917,"46.501623, -94.28917, 155771"
56469,18857,46.702947,-93.5203,"46.702947, -93.5203, 18857"
56470,206628,46.974221,-95.06581,"46.974221, -95.06581, 206628"
56472,167077,46.602684,-94.29986,"46.602684, -94.29986, 167077"
56473,62581,46.368605,-94.4846,"46.368605, -94.4846, 62581"
56474,72189,46.718997,-94.38716,"46.718997, -94.38716, 72189"
56475,27617,46.099545,-94.50864,"46.099545, -94.50864, 27617"
56477,37226,46.630023,-95.01222,"46.630023, -95.01222, 37226"
56479,87326,46.380664,-94.80503,"46.380664, -94.80503, 87326"
56481,32823,46.434002,-94.95748,"46.434002, -94.95748, 32823"
56482,113060,46.447659,-95.14289,"46.447659, -95.14289, 113060"
56484,103129,47.099774,-94.53347,"47.099774, -94.53347, 103129"
56501,367496,46.809965,-95.8518,"46.809965, -95.8518, 367496"
56510,52173,47.322444,-96.51915,"47.322444, -96.51915, 52173"
56511,41725,46.863375,-95.99585,"46.863375, -95.99585, 41725"
56514,84936,46.653912,-96.42891,"46.653912, -96.42891, 84936"
56515,77291,46.284496,-95.70975,"46.284496, -95.70975, 77291"
56516,5560,47.4514,-95.98766,"47.4514, -95.98766, 5560"
56517,6054,47.55171,-96.53492,"47.55171, -96.53492, 6054"
56518,5212,46.467905,-95.25532,"46.467905, -95.25532, 5212"
56519,7075,47.158015,-96.51487,"47.158015, -96.51487, 7075"
56520,99534,46.27324,-96.54888,"46.27324, -96.54888, 99534"
56521,12813,47.015728,-95.87008,"47.015728, -95.87008, 12813"
56522,13790,46.130213,-96.40019,"46.130213, -96.40019, 13790"
56523,11695,47.651391,-96.80408,"47.651391, -96.80408, 11695"
56524,15866,46.235125,-95.61543,"46.235125, -95.61543, 15866"
56527,12277,46.383585,-95.31644,"46.383585, -95.31644, 12277"
56528,36181,46.528138,-95.79661,"46.528138, -95.79661, 36181"
56529,84964,46.878062,-96.70242,"46.878062, -96.70242, 84964"
56531,48464,45.990556,-95.96704,"45.990556, -95.96704, 48464"
56533,6633,46.405807,-96.15831,"46.405807, -96.15831, 6633"
56534,26174,46.470638,-96.01013,"46.470638, -96.01013, 26174"
56535,28670,47.666426,-96.03701,"47.666426, -96.03701, 28670"
56536,13445,47.050391,-96.53933,"47.050391, -96.53933, 13445"
56537,424278,46.282084,-96.06798,"46.282084, -96.06798, 424278"
56540,40820,47.557644,-96.26954,"47.557644, -96.26954, 40820"
56542,52439,47.571567,-95.73784,"47.571567, -95.73784, 52439"
56543,9017,46.290371,-96.33238,"46.290371, -96.33238, 9017"
56544,98747,46.742349,-95.62935,"46.742349, -95.62935, 98747"
56545,14414,47.363986,-96.2396,"47.363986, -96.2396, 14414"
56546,10028,47.10033,-96.74309,"47.10033, -96.74309, 10028"
56547,66329,46.884481,-96.56301,"46.884481, -96.56301, 66329"
56548,17777,47.36461,-96.78265,"47.36461, -96.78265, 17777"
56549,120787,46.864977,-96.30781,"46.864977, -96.30781, 120787"
56550,8613,47.271427,-96.76456,"47.271427, -96.76456, 8613"
56551,37149,46.31855,-95.45375,"46.31855, -95.45375, 37149"
56552,9434,46.988379,-96.23607,"46.988379, -96.23607, 9434"
56553,8052,46.434718,-96.62429,"46.434718, -96.62429, 8052"
56554,66354,46.861527,-96.10974,"46.861527, -96.10974, 66354"
56556,21538,47.656231,-95.88214,"47.656231, -95.88214, 21538"
56557,45747,47.330624,-95.87672,"47.330624, -95.87672, 45747"
56560,800387,46.861413,-96.75367,"46.861413, -96.75367, 800387"
56566,6585,47.257131,-95.61749,"47.257131, -95.61749, 6585"
56567,59280,46.534993,-95.38106,"46.534993, -95.38106, 59280"
56569,20297,47.093608,-95.84166,"47.093608, -95.84166, 20297"
56570,23230,46.895156,-95.36174,"46.895156, -95.36174, 23230"
56571,40723,46.428432,-95.559,"46.428432, -95.559, 40723"
56572,123260,46.608461,-96.0663,"46.608461, -96.0663, 123260"
56573,140137,46.607429,-95.55911,"46.607429, -95.55911, 140137"
56574,6662,47.197932,-96.72953,"47.197932, -96.72953, 6662"
56575,9466,47.042394,-95.43451,"47.042394, -95.43451, 9466"
56576,18634,46.467527,-95.69675,"46.467527, -95.69675, 18634"
56578,19922,46.920986,-95.66842,"46.920986, -95.66842, 19922"
56579,25305,46.459359,-96.34149,"46.459359, -96.34149, 25305"
56580,30135,46.754039,-96.63715,"46.754039, -96.63715, 30135"
56581,4852,47.457626,-96.78723,"47.457626, -96.78723, 4852"
56584,25981,47.245894,-96.24825,"47.245894, -96.24825, 25981"
56585,24492,47.087171,-96.24725,"47.087171, -96.24725, 24492"
56586,43279,46.330985,-95.84679,"46.330985, -95.84679, 43279"
56587,34190,46.64246,-95.83042,"46.64246, -95.83042, 34190"
56588,11121,46.246571,-95.5305,"46.246571, -95.5305, 11121"
56589,30695,47.174775,-95.74517,"47.174775, -95.74517, 30695"
56590,12222,46.033624,-96.13988,"46.033624, -96.13988, 12222"
56592,7477,47.530842,-96.00853,"47.530842, -96.00853, 7477"
56594,10524,46.565562,-96.66702,"46.565562, -96.66702, 10524"
56601,618531,47.504496,-94.87105,"47.504496, -94.87105, 618531"
56621,74212,47.436583,-95.41337,"47.436583, -95.41337, 74212"
56623,56823,48.663939,-94.54953,"48.663939, -94.54953, 56823"
56626,4950,47.340327,-94.245,"47.340327, -94.245, 4950"
56627,4643,48.186112,-93.80726,"48.186112, -93.80726, 4643"
56628,31078,47.667203,-93.58773,"47.667203, -93.58773, 31078"
56630,35946,47.722624,-94.5319,"47.722624, -94.5319, 35946"
56633,64116,47.373207,-94.58834,"47.373207, -94.58834, 64116"
56634,34338,47.67265,-95.42809,"47.67265, -95.42809, 34338"
56636,85033,47.382872,-93.84832,"47.382872, -93.84832, 85033"
56637,3776,47.611885,-93.83267,"47.611885, -93.83267, 3776"
56639,6839,47.852874,-93.50758,"47.852874, -93.50758, 6839"
56641,4466,47.243893,-94.23203,"47.243893, -94.23203, 4466"
56644,17002,47.755904,-95.5078,"47.755904, -95.5078, 17002"
56646,6366,47.771933,-95.64403,"47.771933, -95.64403, 6366"
56647,12544,47.666705,-94.61868,"47.666705, -94.61868, 12544"
56649,205927,48.579947,-93.38142,"48.579947, -93.38142, 205927"
56650,10134,47.997931,-94.55748,"47.997931, -94.55748, 10134"
56651,8159,47.465509,-95.64614,"47.465509, -95.64614, 8159"
56652,11715,47.702771,-95.22132,"47.702771, -95.22132, 11715"
56653,25823,48.366833,-93.56367,"48.366833, -93.56367, 25823"
56655,31992,46.975876,-94.21508,"46.975876, -94.21508, 31992"
56657,7418,47.578093,-93.62929,"47.578093, -93.62929, 7418"
56660,3645,47.954759,-94.20965,"47.954759, -94.20965, 3645"
56661,14450,47.821937,-94.18727,"47.821937, -94.18727, 14450"
56662,11472,46.850438,-93.94081,"46.850438, -93.94081, 11472"
56667,11884,47.750406,-94.91254,"47.750406, -94.91254, 11884"
56669,8522,48.443118,-93.14296,"48.443118, -93.14296, 8522"
56672,32776,47.036967,-94.02951,"47.036967, -94.02951, 32776"
56673,11512,48.730013,-95.09004,"48.730013, -95.09004, 11512"
56676,30956,47.506665,-95.21527,"47.506665, -95.21527, 30956"
56678,23376,47.508863,-95.11397,"47.508863, -95.11397, 23376"
56681,3644,47.617774,-94.24098,"47.617774, -94.24098, 3644"
56683,13350,47.690018,-94.71889,"47.690018, -94.71889, 13350"
56684,6450,47.855588,-95.69895,"47.855588, -95.69895, 6450"
56686,15420,48.786139,-94.91418,"48.786139, -94.91418, 15420"
56701,581189,48.118625,-96.1793,"48.118625, -96.1793, 581189"
56710,11319,48.192532,-96.9986,"48.192532, -96.9986, 11319"
56713,27735,48.342579,-96.79448,"48.342579, -96.79448, 27735"
56714,22761,48.795471,-96.01816,"48.795471, -96.01816, 22761"
56715,7555,47.808866,-95.97713,"47.808866, -95.97713, 7555"
56716,177490,47.761982,-96.58055,"47.761982, -96.58055, 177490"
56721,233180,47.956458,-96.98774,"47.956458, -96.98774, 233180"
56722,8680,47.970507,-96.66654,"47.970507, -96.66654, 8680"
56723,28198,47.826487,-96.83308,"47.826487, -96.83308, 28198"
56725,16245,48.128712,-95.82013,"48.128712, -95.82013, 16245"
56726,34250,48.698749,-96.20637,"48.698749, -96.20637, 34250"
56727,12962,48.32162,-95.47515,"48.32162, -95.47515, 12962"
56728,38621,48.787016,-96.95434,"48.787016, -96.95434, 38621"
56732,22182,48.565296,-96.47578,"48.565296, -96.47578, 22182"
56733,10830,48.634961,-96.92156,"48.634961, -96.92156, 10830"
56734,7524,48.732852,-96.63392,"48.732852, -96.63392, 7524"
56735,13995,48.892011,-96.68027,"48.892011, -96.68027, 13995"
56736,27898,47.702366,-96.1539,"47.702366, -96.1539, 27898"
56737,18211,48.436061,-96.06973,"48.436061, -96.06973, 18211"
56738,29001,48.348745,-96.32534,"48.348745, -96.32534, 29001"
56742,14273,47.899103,-95.84846,"47.899103, -95.84846, 14273"
56744,13078,48.233942,-97.11882,"48.233942, -97.11882, 13078"
56748,11104,47.915369,-96.02739,"47.915369, -96.02739, 11104"
56750,50767,47.886448,-96.29033,"47.886448, -96.29033, 50767"
56751,137073,48.817919,-95.75167,"48.817919, -95.75167, 137073"
56754,11694,48.011365,-96.20491,"48.011365, -96.20491, 11694"
56756,13551,48.869494,-95.51436,"48.869494, -95.51436, 13551"
56757,22112,48.478075,-96.83465,"48.478075, -96.83465, 22112"
56758,8794,48.472648,-96.5018,"48.472648, -96.5018, 8794"
56759,5889,48.565391,-96.07014,"48.565391, -96.07014, 5889"
56760,7953,48.232438,-96.44919,"48.232438, -96.44919, 7953"
56761,10540,48.609478,-95.6602,"48.609478, -95.6602, 10540"
56762,64411,48.195512,-96.74207,"48.195512, -96.74207, 64411"
56763,113665,48.890886,-95.33831,"48.890886, -95.33831, 113665"
0,51662982,#N/A,#N/A,#N/A
38601,31534,34.489297,-89.47412,"34.489297, -89.47412, 31534"
38603,36857,34.839417,-89.15818,"34.839417, -89.15818, 36857"
38606,268824,34.309659,-89.963,"34.309659, -89.963, 268824"
38610,46928,34.659973,-89.02625,"34.659973, -89.02625, 46928"
38611,258165,34.862416,-89.68014,"34.862416, -89.68014, 258165"
38614,276436,34.196126,-90.59442,"34.196126, -90.59442, 276436"
38617,6108,34.362729,-90.5035,"34.362729, -90.5035, 6108"
38618,188303,34.699588,-89.95004,"34.699588, -89.95004, 188303"
38619,60172,34.514853,-89.88781,"34.514853, -89.88781, 60172"
38620,42599,34.236973,-89.91568,"34.236973, -89.91568, 42599"
38621,15570,34.45965,-90.17154,"34.45965, -90.17154, 15570"
38625,12811,34.597573,-88.83252,"34.597573, -88.83252, 12811"
38626,20891,34.48647,-90.45124,"34.48647, -90.45124, 20891"
38627,16612,34.425389,-89.20431,"34.425389, -89.20431, 16612"
38629,27817,34.879287,-88.99516,"34.879287, -88.99516, 27817"
38632,617074,34.811777,-90.01917,"34.811777, -90.01917, 617074"
38633,29323,34.628795,-89.20147,"34.628795, -89.20147, 29323"
38635,193313,34.762615,-89.46092,"34.762615, -89.46092, 193313"
38637,395102,34.959171,-90.04093,"34.959171, -90.04093, 395102"
38641,46872,34.904881,-90.19353,"34.904881, -90.19353, 46872"
38642,32256,34.926974,-89.33214,"34.926974, -89.33214, 32256"
38643,20073,34.179708,-90.27846,"34.179708, -90.27846, 20073"
38645,22381,34.237759,-90.48669,"34.237759, -90.48669, 22381"
38646,42868,34.261893,-90.27443,"34.261893, -90.27443, 42868"
38647,12741,34.975571,-89.25982,"34.975571, -89.25982, 12741"
38650,54188,34.536153,-89.13829,"34.536153, -89.13829, 54188"
38651,179147,34.893254,-89.97629,"34.893254, -89.97629, 179147"
38652,291170,34.489085,-88.99973,"34.489085, -88.99973, 291170"
38654,1191854,34.954106,-89.83743,"34.954106, -89.83743, 1191854"
38655,803168,34.345016,-89.50735,"34.345016, -89.50735, 803168"
38658,32720,34.181071,-89.90638,"34.181071, -89.90638, 32720"
38659,39790,34.643828,-89.33776,"34.643828, -89.33776, 39790"
38661,27415,34.878143,-89.57295,"34.878143, -89.57295, 27415"
38663,178615,34.739023,-88.92629,"34.739023, -88.92629, 178615"
38664,41741,34.818548,-90.29479,"34.818548, -90.29479, 41741"
38665,31138,34.578092,-90.1805,"34.578092, -90.1805, 31138"
38666,88801,34.418338,-89.90517,"34.418338, -89.90517, 88801"
38668,241454,34.607602,-89.94635,"34.607602, -89.94635, 241454"
38670,13580,34.417393,-90.27615,"34.417393, -90.27615, 13580"
38671,638132,34.96848,-89.99793,"34.96848, -89.99793, 638132"
38672,300441,34.943945,-89.92279,"34.943945, -89.92279, 300441"
38673,27356,34.279282,-89.601,"34.279282, -89.601, 27356"
38674,14311,34.884396,-88.89784,"34.884396, -88.89784, 14311"
38676,88500,34.687733,-90.36723,"34.687733, -90.36723, 88500"
38680,111088,34.961576,-90.12315,"34.961576, -90.12315, 111088"
38683,56686,34.937606,-88.85572,"34.937606, -88.85572, 56686"
38685,19363,34.549354,-89.61445,"34.549354, -89.61445, 19363"
38701,336276,33.380388,-91.05187,"33.380388, -91.05187, 336276"
38703,147155,33.442801,-91.02984,"33.442801, -91.02984, 147155"
38720,6374,34.127564,-90.73281,"34.127564, -90.73281, 6374"
38721,16257,32.977692,-90.79251,"32.977692, -90.79251, 16257"
38725,14361,33.628285,-91.0273,"33.628285, -91.0273, 14361"
38726,6166,33.780092,-90.9791,"33.780092, -90.9791, 6166"
38730,33598,33.701986,-90.76402,"33.701986, -90.76402, 33598"
38732,315768,33.749149,-90.71329,"33.749149, -90.71329, 315768"
38736,6220,33.65327,-90.49849,"33.65327, -90.49849, 6220"
38737,30443,33.865068,-90.52395,"33.865068, -90.52395, 30443"
38740,6366,34.033462,-90.78544,"34.033462, -90.78544, 6366"
38744,13777,33.028345,-91.05179,"33.028345, -91.05179, 13777"
38746,7156,34.036412,-90.87715,"34.036412, -90.87715, 7156"
38748,53557,33.145438,-90.85634,"33.145438, -90.85634, 53557"
38751,166327,33.45139,-90.65824,"33.45139, -90.65824, 166327"
38753,25775,33.344368,-90.58537,"33.344368, -90.58537, 25775"
38754,20844,33.231628,-90.58586,"33.231628, -90.58586, 20844"
38756,105066,33.407212,-90.87866,"33.407212, -90.87866, 105066"
38759,26272,33.822471,-90.72406,"33.822471, -90.72406, 26272"
38761,24501,33.44504,-90.49719,"33.44504, -90.49719, 24501"
38762,21863,33.887043,-90.73549,"33.887043, -90.73549, 21863"
38769,25248,33.850803,-90.9695,"33.850803, -90.9695, 25248"
38771,36332,33.732774,-90.53427,"33.732774, -90.53427, 36332"
38773,35052,33.613093,-90.77527,"33.613093, -90.77527, 35052"
38774,25522,33.947701,-90.76417,"33.947701, -90.76417, 25522"
38778,19071,33.555234,-90.51367,"33.555234, -90.51367, 19071"
38801,532128,34.23615,-88.75665,"34.23615, -88.75665, 532128"
38804,353802,34.272374,-88.6822,"34.272374, -88.6822, 353802"
38821,214304,33.988235,-88.46783,"33.988235, -88.46783, 214304"
38824,111956,34.511249,-88.63051,"34.511249, -88.63051, 111956"
38826,127753,34.306239,-88.81668,"34.306239, -88.81668, 127753"
38827,44455,34.513163,-88.2092,"34.513163, -88.2092, 44455"
38828,58552,34.413143,-88.87292,"34.413143, -88.87292, 58552"
38829,250103,34.653448,-88.53751,"34.653448, -88.53751, 250103"
38833,27492,34.835384,-88.32784,"34.835384, -88.32784, 27492"
38834,422821,34.928325,-88.52856,"34.928325, -88.52856, 422821"
38838,19897,34.552421,-88.25935,"34.552421, -88.25935, 19897"
38841,48346,34.344618,-89.02908,"34.344618, -89.02908, 48346"
38843,176367,34.265985,-88.38409,"34.265985, -88.38409, 176367"
38846,29016,34.851034,-88.39868,"34.851034, -88.39868, 29016"
38847,44682,34.428899,-88.22647,"34.428899, -88.22647, 44682"
38848,12020,33.924023,-88.29002,"33.924023, -88.29002, 12020"
38849,83579,34.443919,-88.67217,"34.443919, -88.67217, 83579"
38850,46567,34.04281,-89.02557,"34.04281, -89.02557, 46567"
38851,128118,33.904246,-88.9671,"33.904246, -88.9671, 128118"
38852,144053,34.803864,-88.10205,"34.803864, -88.10205, 144053"
38855,68088,34.325456,-88.49376,"34.325456, -88.49376, 68088"
38856,26822,34.481995,-88.45205,"34.481995, -88.45205, 26822"
38857,55083,34.280996,-88.57745,"34.280996, -88.57745, 55083"
38858,89001,34.082553,-88.58797,"34.082553, -88.58797, 89001"
38859,8598,34.530559,-88.36794,"34.530559, -88.36794, 8598"
38860,73601,33.976464,-88.76008,"33.976464, -88.76008, 73601"
38862,43764,34.179513,-88.63454,"34.179513, -88.63454, 43764"
38863,316574,34.236312,-89.00425,"34.236312, -89.00425, 316574"
38864,19485,34.134456,-89.20879,"34.134456, -89.20879, 19485"
38865,67016,34.774486,-88.57746,"34.774486, -88.57746, 67016"
38866,249417,34.360547,-88.68079,"34.360547, -88.68079, 249417"
38868,71711,34.122101,-88.72967,"34.122101, -88.72967, 71711"
38870,44330,34.065563,-88.36577,"34.065563, -88.36577, 44330"
38871,28173,34.324644,-89.20057,"34.324644, -89.20057, 28173"
38873,37556,34.652269,-88.23581,"34.652269, -88.23581, 37556"
38876,17657,34.22634,-88.23179,"34.22634, -88.23179, 17657"
38878,33368,33.879148,-89.18351,"33.879148, -89.18351, 33368"
38901,274833,33.77132,-89.80301,"33.77132, -89.80301, 274833"
38913,5276,34.115816,-89.39765,"34.115816, -89.39765, 5276"
38914,6231,33.859554,-89.43745,"33.859554, -89.43745, 6231"
38915,57020,34.005229,-89.36375,"34.005229, -89.36375, 57020"
38916,59731,33.839389,-89.32561,"33.839389, -89.32561, 59731"
38917,57917,33.534708,-89.9363,"33.534708, -89.9363, 57917"
38920,7514,33.875369,-90.10215,"33.875369, -90.10215, 7514"
38921,55401,33.974998,-90.12046,"33.974998, -90.12046, 55401"
38922,42733,33.936248,-89.64228,"33.936248, -89.64228, 42733"
38923,15245,33.368238,-89.99776,"33.368238, -89.99776, 15245"
