ZIPCODE,Avg Gross Income,Lat,Long,JSON-style lat/lon/money
60637,851624,41.779384,-87.60544,"41.779384, -87.60544, 851624"
60638,1243038,41.787982,-87.7738,"41.787982, -87.7738, 1243038"
60639,1017647,41.921431,-87.75415,"41.921431, -87.75415, 1017647"
60640,1815781,41.973181,-87.6665,"41.973181, -87.6665, 1815781"
60641,1263116,41.946431,-87.74576,"41.946431, -87.74576, 1263116"
60642,642281,41.946431,-87.74576,"41.946431, -87.74576, 642281"
60643,1339734,41.696433,-87.65993,"41.696433, -87.65993, 1339734"
60644,514859,41.881331,-87.75671,"41.881331, -87.75671, 514859"
60645,933567,42.008956,-87.69634,"42.008956, -87.69634, 933567"
60646,1016330,41.995331,-87.7601,"41.995331, -87.7601, 1016330"
60647,2034339,41.921126,-87.70085,"41.921126, -87.70085, 2034339"
60649,664365,41.761734,-87.57072,"41.761734, -87.57072, 664365"
60651,756267,41.901485,-87.74055,"41.901485, -87.74055, 756267"
60652,829867,41.7446,-87.71188,"41.7446, -87.71188, 829867"
60653,471353,41.819833,-87.61269,"41.819833, -87.61269, 471353"
60654,1760337,41.888627,-87.63538,"41.888627, -87.63538, 1760337"
60655,917828,41.696283,-87.69912,"41.696283, -87.69912, 917828"
60656,713405,41.97508,-87.8163,"41.97508, -87.8163, 713405"
60657,3651417,41.940832,-87.65852,"41.940832, -87.65852, 3651417"
60659,711930,41.991381,-87.70378,"41.991381, -87.70378, 711930"
60660,1048416,41.990631,-87.6667,"41.990631, -87.6667, 1048416"
60661,602715,41.882082,-87.64461,"41.882082, -87.64461, 602715"
60706,516498,41.96418,-87.81686,"41.96418, -87.81686, 516498"
60707,922696,41.922681,-87.80805,"41.922681, -87.80805, 922696"
60712,603042,42.005331,-87.73545,"42.005331, -87.73545, 603042"
60714,736887,42.032379,-87.81563,"42.032379, -87.81563, 736887"
60803,477621,41.675861,-87.73189,"41.675861, -87.73189, 477621"
60804,914897,41.844382,-87.7599,"41.844382, -87.7599, 914897"
60805,545973,41.719933,-87.70249,"41.719933, -87.70249, 545973"
60827,332369,41.649717,-87.63292,"41.649717, -87.63292, 332369"
60901,639291,41.114132,-87.86784,"41.114132, -87.86784, 639291"
60911,35488,40.883641,-87.9667,"40.883641, -87.9667, 35488"
60912,8744,40.968579,-87.61611,"40.968579, -87.61611, 8744"
60913,43980,41.147958,-88.06412,"41.147958, -88.06412, 43980"
60914,713757,41.170442,-87.86891,"41.170442, -87.86891, 713757"
60915,199175,41.144256,-87.86239,"41.144256, -87.86239, 199175"
60917,12065,41.04699,-88.18649,"41.04699, -88.18649, 12065"
60918,20679,40.598963,-88.03308,"40.598963, -88.03308, 20679"
60919,11162,40.987824,-88.23737,"40.987824, -88.23737, 11162"
60921,28203,40.757447,-88.29306,"40.757447, -88.29306, 28203"
60922,53120,41.005603,-87.90649,"41.005603, -87.90649, 53120"
60924,36352,40.565374,-87.88177,"40.565374, -87.88177, 36352"
60927,57451,40.937573,-87.94105,"40.937573, -87.94105, 57451"
60928,16786,40.766096,-87.85474,"40.766096, -87.85474, 16786"
60929,16616,40.873,-88.28676,"40.873, -88.28676, 16616"
60930,18423,40.823527,-87.9874,"40.823527, -87.9874, 18423"
60931,13026,40.876303,-87.60159,"40.876303, -87.60159, 13026"
60934,7547,40.966528,-88.34937,"40.966528, -88.34937, 7547"
60935,28269,41.17569,-88.17268,"41.17569, -88.17268, 28269"
60936,105584,40.463079,-88.3731,"40.463079, -88.3731, 105584"
60938,39568,40.767194,-87.98929,"40.767194, -87.98929, 39568"
60940,86520,41.244016,-87.64464,"41.244016, -87.64464, 86520"
60941,57749,41.05113,-88.08957,"41.05113, -88.08957, 57749"
60942,99288,40.465869,-87.66766,"40.465869, -87.66766, 99288"
60946,9449,40.908942,-88.21304,"40.908942, -88.21304, 9449"
60948,59538,40.526477,-88.0821,"40.526477, -88.0821, 59538"
60949,9257,40.375602,-88.11524,"40.375602, -88.11524, 9257"
60950,279156,41.250408,-87.85125,"41.250408, -87.85125, 279156"
60951,21119,40.912916,-87.75589,"40.912916, -87.75589, 21119"
60952,13480,40.562833,-88.25053,"40.562833, -88.25053, 13480"
60953,48534,40.624025,-87.69618,"40.624025, -87.69618, 48534"
60954,118268,41.147918,-87.63579,"41.147918, -87.63579, 118268"
60955,42063,40.706634,-87.99624,"40.706634, -87.99624, 42063"
60957,117610,40.448736,-88.11405,"40.448736, -88.11405, 117610"
60958,12397,40.448736,-88.11405,"40.448736, -88.11405, 12397"
60959,22648,40.779834,-88.18012,"40.779834, -88.18012, 22648"
60960,15764,40.439688,-87.89016,"40.439688, -87.89016, 15764"
60961,20470,41.105629,-88.23794,"41.105629, -88.23794, 20470"
60962,9917,40.625486,-88.18667,"40.625486, -88.18667, 9917"
60963,33953,40.372447,-87.6603,"40.372447, -87.6603, 33953"
60964,116523,41.045785,-87.68963,"41.045785, -87.68963, 116523"
60966,28170,40.762507,-87.57423,"40.762507, -87.57423, 28170"
60968,8660,40.6756,-88.10761,"40.6756, -88.10761, 8660"
60970,139300,40.784447,-87.74051,"40.784447, -87.74051, 139300"
60973,9761,40.543697,-87.66475,"40.543697, -87.66475, 9761"
61001,41339,42.472458,-90.12098,"42.472458, -90.12098, 41339"
61006,36323,41.865034,-89.21536,"41.865034, -89.21536, 36323"
61007,12584,42.199457,-89.59662,"42.199457, -89.59662, 12584"
61008,792342,42.257229,-88.84755,"42.257229, -88.84755, 792342"
61010,226502,42.131245,-89.26637,"42.131245, -89.26637, 226502"
61011,116336,42.376423,-88.9325,"42.376423, -88.9325, 116336"
61012,41824,42.401104,-88.74726,"42.401104, -88.74726, 41824"
61014,27213,41.97068,-89.87508,"41.97068, -89.87508, 27213"
61015,24711,41.982993,-89.2128,"41.982993, -89.2128, 24711"
61016,151014,42.222221,-88.9543,"42.222221, -88.9543, 151014"
61018,24340,42.403305,-89.55466,"42.403305, -89.55466, 24340"
61019,88665,42.440374,-89.40925,"42.440374, -89.40925, 88665"
61020,62678,42.101928,-89.09369,"42.101928, -89.09369, 62678"
61021,505295,41.843702,-89.47636,"41.843702, -89.47636, 505295"
61024,64780,42.436585,-89.30394,"42.436585, -89.30394, 64780"
61025,124573,42.483971,-90.58945,"42.483971, -90.58945, 124573"
61028,42432,42.298773,-90.17778,"42.298773, -90.17778, 42432"
61030,46539,42.119619,-89.58242,"42.119619, -89.58242, 46539"
61031,34329,41.84036,-89.31176,"41.84036, -89.31176, 34329"
61032,608170,42.300918,-89.63208,"42.300918, -89.63208, 608170"
61036,199203,42.400744,-90.39738,"42.400744, -90.39738, 199203"
61038,30356,42.255617,-88.74344,"42.255617, -88.74344, 30356"
61039,17846,42.213851,-89.47449,"42.213851, -89.47449, 17846"
61041,27581,42.270426,-90.31077,"42.270426, -90.31077, 27581"
61042,13341,41.69339,-89.56986,"41.69339, -89.56986, 13341"
61044,5067,42.320303,-89.91237,"42.320303, -89.91237, 5067"
61046,77796,42.111421,-89.82436,"42.111421, -89.82436, 77796"
61047,39775,42.139244,-89.3968,"42.139244, -89.3968, 39775"
61048,101030,42.381064,-89.83062,"42.381064, -89.83062, 101030"
61049,12567,42.054546,-89.02456,"42.054546, -89.02456, 12567"
61050,7778,42.4447,-89.72708,"42.4447, -89.72708, 7778"
61051,35207,41.965904,-89.75896,"41.965904, -89.75896, 35207"
61052,29296,42.110548,-89.00751,"42.110548, -89.00751, 29296"
61053,68729,42.1009,-89.98255,"42.1009, -89.98255, 68729"
61054,75824,42.046139,-89.44025,"42.046139, -89.44025, 75824"
61060,31155,42.475891,-89.63404,"42.475891, -89.63404, 31155"
61061,176133,42.00663,-89.33932,"42.00663, -89.33932, 176133"
61062,42469,42.250987,-89.83571,"42.250987, -89.83571, 42469"
61063,99328,42.307665,-89.34453,"42.307665, -89.34453, 99328"
61064,81102,41.989386,-89.59084,"41.989386, -89.59084, 81102"
61065,250798,42.364394,-88.84665,"42.364394, -88.84665, 250798"
61067,16066,42.298218,-89.47652,"42.298218, -89.47652, 16066"
61068,299694,41.935139,-89.06891,"41.935139, -89.06891, 299694"
61070,27399,42.407384,-89.46228,"42.407384, -89.46228, 27399"
61071,266687,41.759473,-89.69452,"41.759473, -89.69452, 266687"
61072,319364,42.447856,-89.08485,"42.447856, -89.08485, 319364"
61073,625848,42.419097,-89.00407,"42.419097, -89.00407, 625848"
61074,78281,42.099635,-90.12858,"42.099635, -90.12858, 78281"
61075,23383,42.473737,-90.25362,"42.473737, -90.25362, 23383"
61078,30125,42.15834,-89.73555,"42.15834, -89.73555, 30125"
61080,234856,42.484835,-89.02756,"42.484835, -89.02756, 234856"
61081,480452,41.813776,-89.70537,"41.813776, -89.70537, 480452"
61084,91536,42.112207,-89.18633,"42.112207, -89.18633, 91536"
61085,78248,42.350108,-90.02362,"42.350108, -90.02362, 78248"
61087,32010,42.491388,-89.98979,"42.491388, -89.98979, 32010"
61088,170927,42.271385,-89.25099,"42.271385, -89.25099, 170927"
61089,17933,42.475078,-89.81607,"42.475078, -89.81607, 17933"
61101,276214,42.292221,-89.12574,"42.292221, -89.12574, 276214"
61102,260434,42.25517,-89.1297,"42.25517, -89.1297, 260434"
61103,453583,42.303365,-89.08246,"42.303365, -89.08246, 453583"
61104,182884,42.25537,-89.07602,"42.25537, -89.07602, 182884"
61107,912639,42.280019,-89.03347,"42.280019, -89.03347, 912639"
61108,582394,42.254087,-89.01776,"42.254087, -89.01776, 582394"
61109,509707,42.213439,-89.05595,"42.213439, -89.05595, 509707"
61111,526076,42.326227,-89.02573,"42.326227, -89.02573, 526076"
61114,558554,42.306666,-89.00839,"42.306666, -89.00839, 558554"
61115,464865,42.352539,-89.04186,"42.352539, -89.04186, 464865"
61201,738567,41.4903,-90.56956,"41.4903, -90.56956, 738567"
61230,30147,41.766003,-90.22322,"41.766003, -90.22322, 30147"
61231,126928,41.202461,-90.73137,"41.202461, -90.73137, 126928"
61232,39374,41.440852,-90.71957,"41.440852, -90.71957, 39374"
61234,30629,41.412944,-89.92236,"41.412944, -89.92236, 30629"
61235,38154,41.409646,-90.01821,"41.409646, -90.01821, 38154"
61238,67996,41.286797,-90.17486,"41.286797, -90.17486, 67996"
61239,15440,41.497667,-90.39047,"41.497667, -90.39047, 15440"
61240,210980,41.439784,-90.428,"41.439784, -90.428, 210980"
61241,159343,41.483484,-90.34046,"41.483484, -90.34046, 159343"
61242,38997,41.697188,-90.30177,"41.697188, -90.30177, 38997"
61243,11408,41.610151,-89.66298,"41.610151, -89.66298, 11408"
61244,461054,41.518733,-90.41788,"41.518733, -90.41788, 461054"
61250,70146,41.657803,-90.08613,"41.657803, -90.08613, 70146"
61251,10017,41.738551,-90.06922,"41.738551, -90.06922, 10017"
61252,142992,41.863049,-90.14524,"41.863049, -90.14524, 142992"
61254,397060,41.464473,-90.15854,"41.464473, -90.15854, 397060"
61256,54839,41.554666,-90.40987,"41.554666, -90.40987, 54839"
61257,27551,41.590161,-90.20392,"41.590161, -90.20392, 27551"
61259,36707,41.369036,-90.9284,"41.369036, -90.9284, 36707"
61260,18488,41.228561,-90.87565,"41.228561, -90.87565, 18488"
61261,17860,41.719782,-89.92116,"41.719782, -89.92116, 17860"
61262,20374,41.28595,-90.36117,"41.28595, -90.36117, 20374"
61264,253319,41.426583,-90.57639,"41.426583, -90.57639, 253319"
61265,1164101,41.490333,-90.50006,"41.490333, -90.50006, 1164101"
61270,177758,41.819003,-89.96623,"41.819003, -89.96623, 177758"
61272,28241,41.223984,-91.0123,"41.223984, -91.0123, 28241"
61273,90514,41.357236,-90.38482,"41.357236, -90.38482, 90514"
61274,8382,41.372408,-90.27031,"41.372408, -90.27031, 8382"
61275,135721,41.599642,-90.31978,"41.599642, -90.31978, 135721"
61277,73837,41.612038,-89.93036,"41.612038, -89.93036, 73837"
61279,31188,41.31653,-90.70671,"41.31653, -90.70671, 31188"
61281,76728,41.303101,-90.50615,"41.303101, -90.50615, 76728"
61282,161355,41.501234,-90.41404,"41.501234, -90.41404, 161355"
61283,32108,41.605825,-89.77628,"41.605825, -89.77628, 32108"
61284,79995,41.406276,-90.735,"41.406276, -90.735, 79995"
61285,40064,41.978758,-90.09248,"41.978758, -90.09248, 40064"
61301,238802,41.347117,-89.08974,"41.347117, -89.08974, 238802"
61310,82973,41.707588,-89.34371,"41.707588, -89.34371, 82973"
61311,6460,41.042878,-88.86268,"41.042878, -88.86268, 6460"
61312,12176,41.435197,-89.23432,"41.435197, -89.23432, 12176"
61313,6552,41.064946,-88.66836,"41.064946, -88.66836, 6552"
61314,17005,41.310471,-89.67662,"41.310471, -89.67662, 17005"
61318,15370,41.710715,-89.07807,"41.710715, -89.07807, 15370"
61319,29346,41.011259,-88.74854,"41.011259, -88.74854, 29346"
61320,16674,41.350864,-89.17366,"41.350864, -89.17366, 16674"
61321,6129,40.963663,-88.97932,"40.963663, -88.97932, 6129"
61325,26014,41.234167,-88.82807,"41.234167, -88.82807, 26014"
61326,59324,41.264159,-89.23655,"41.264159, -89.23655, 59324"
61327,45960,41.252101,-89.32451,"41.252101, -89.32451, 45960"
61329,30067,41.380259,-89.21239,"41.380259, -89.21239, 30067"
61330,34544,41.53364,-89.27691,"41.53364, -89.27691, 34544"
61333,9342,40.990965,-88.88278,"40.990965, -88.88278, 9342"
61334,16728,41.144329,-89.08815,"41.144329, -89.08815, 16728"
61335,15032,41.168946,-89.2205,"41.168946, -89.2205, 15032"
61336,12060,41.111077,-89.21207,"41.111077, -89.21207, 12060"
61337,9545,41.427282,-89.36622,"41.427282, -89.36622, 9545"
61341,217681,41.336202,-88.69727,"41.336202, -88.69727, 217681"
61342,192116,41.543149,-89.10696,"41.543149, -89.10696, 192116"
61344,6224,41.394429,-89.84111,"41.394429, -89.84111, 6224"
61345,20661,41.280262,-89.79442,"41.280262, -89.79442, 20661"
61348,108318,41.292401,-89.05943,"41.292401, -89.05943, 108318"
61349,27141,41.543342,-89.44078,"41.543342, -89.44078, 27141"
61350,595102,41.35263,-88.84734,"41.35263, -88.84734, 595102"
61353,28643,41.690735,-88.98815,"41.690735, -88.98815, 28643"
61354,299141,41.330789,-89.1299,"41.330789, -89.1299, 299141"
61356,271997,41.372528,-89.44315,"41.372528, -89.44315, 271997"
61358,8822,40.986256,-89.04364,"40.986256, -89.04364, 8822"
61360,83869,41.320345,-88.61017,"41.320345, -88.61017, 83869"
61361,28273,41.400837,-89.74444,"41.400837, -89.74444, 28273"
61362,129795,41.332908,-89.20847,"41.332908, -89.20847, 129795"
61364,376952,41.129482,-88.83666,"41.129482, -88.83666, 376952"
61367,19861,41.638122,-89.26889,"41.638122, -89.26889, 19861"
61368,28708,41.279825,-89.50492,"41.279825, -89.50492, 28708"
61369,36501,40.992084,-89.15231,"40.992084, -89.15231, 36501"
61370,37482,41.21076,-89.03886,"41.21076, -89.03886, 37482"
61373,65344,41.37061,-89.0149,"41.37061, -89.0149, 65344"
61375,27042,41.037822,-89.25682,"41.037822, -89.25682, 27042"
61376,48525,41.546706,-89.60081,"41.546706, -89.60081, 48525"
61377,29526,41.057649,-89.04788,"41.057649, -89.04788, 29526"
61378,12543,41.722744,-89.15601,"41.722744, -89.15601, 12543"
61379,27019,41.369056,-89.60321,"41.369056, -89.60321, 27019"
61401,635392,40.948073,-90.36871,"40.948073, -90.36871, 635392"
61410,65729,40.802633,-90.39766,"40.802633, -90.39766, 65729"
61411,8352,40.401282,-90.50153,"40.401282, -90.50153, 8352"
61412,33068,41.067549,-90.57994,"41.067549, -90.57994, 33068"
61413,28526,41.189123,-90.36813,"41.189123, -90.36813, 28526"
61414,19975,41.117342,-90.16063,"41.117342, -90.16063, 19975"
61415,39492,40.661165,-90.43908,"40.661165, -90.43908, 39492"
61417,6220,40.781504,-90.52901,"40.781504, -90.52901, 6220"
61418,15087,40.854865,-90.85925,"40.854865, -90.85925, 15087"
61420,25808,40.555678,-90.87087,"40.555678, -90.87087, 25808"
61421,29897,41.174037,-89.65849,"41.174037, -89.65849, 29897"
61422,61374,40.550883,-90.51766,"40.550883, -90.51766, 61374"
61423,15445,40.889288,-90.50529,"40.889288, -90.50529, 15445"
61425,9837,40.778519,-91.05902,"40.778519, -91.05902, 9837"
61427,48377,40.499297,-90.17764,"40.499297, -90.17764, 48377"
61428,35603,40.952695,-90.12141,"40.952695, -90.12141, 35603"
61430,20749,40.94399,-90.31205,"40.94399, -90.31205, 20749"
61431,6370,40.617275,-90.29556,"40.617275, -90.29556, 6370"
61432,15640,40.642927,-90.17174,"40.642927, -90.17174, 15640"
61434,66110,41.172197,-90.03901,"41.172197, -90.03901, 66110"
61436,20913,40.859964,-90.22212,"40.859964, -90.22212, 20913"
61437,18527,40.854247,-90.96542,"40.854247, -90.96542, 18527"
61438,18234,40.579737,-90.64691,"40.579737, -90.64691, 18234"
61440,14162,40.324365,-90.60351,"40.324365, -90.60351, 14162"
61441,17960,40.337555,-90.30458,"40.337555, -90.30458, 17960"
61442,10816,41.092081,-90.92743,"41.092081, -90.92743, 10816"
61443,231269,41.247536,-89.92848,"41.247536, -89.92848, 231269"
61447,19817,40.867285,-90.75759,"40.867285, -90.75759, 19817"
61448,87211,40.910079,-90.27171,"40.910079, -90.27171, 87211"
61449,10241,41.098764,-89.97361,"41.098764, -89.97361, 10241"
61450,33399,40.567399,-90.97066,"40.567399, -90.97066, 33399"
61451,8522,40.953365,-89.94259,"40.953365, -89.94259, 8522"
61452,5686,40.249363,-90.66845,"40.249363, -90.66845, 5686"
61453,12658,41.010666,-90.75393,"41.010666, -90.75393, 12658"
61454,11410,40.685436,-91.05207,"40.685436, -91.05207, 11410"
61455,342478,40.456986,-90.6681,"40.456986, -90.6681, 342478"
61458,16289,40.776079,-90.1938,"40.776079, -90.1938, 16289"
61459,8866,40.503305,-90.41808,"40.503305, -90.41808, 8866"
61460,5939,40.734056,-90.82654,"40.734056, -90.82654, 5939"
61462,214198,40.918849,-90.64466,"40.918849, -90.64466, 214198"
61465,26926,41.200936,-90.45631,"41.200936, -90.45631, 26926"
61466,7163,41.100353,-90.46726,"41.100353, -90.46726, 7163"
61467,25043,41.069414,-90.24177,"41.069414, -90.24177, 25043"
61469,42717,40.957929,-90.93608,"40.957929, -90.93608, 42717"
61470,9853,40.614899,-90.47345,"40.614899, -90.47345, 9853"
61472,17044,41.105401,-90.38717,"41.105401, -90.38717, 17044"
61473,36674,40.70595,-90.65724,"40.70595, -90.65724, 36674"
61474,5206,40.740729,-90.37946,"40.740729, -90.37946, 5206"
61475,5245,40.581413,-90.7612,"40.581413, -90.7612, 5245"
61476,11400,41.095037,-90.80998,"41.095037, -90.80998, 11400"
61477,11777,40.500643,-90.31576,"40.500643, -90.31576, 11777"
61478,7556,40.777241,-90.76454,"40.777241, -90.76454, 7556"
61480,25180,40.727428,-90.91347,"40.727428, -90.91347, 25180"
61482,13993,40.368358,-90.42469,"40.368358, -90.42469, 13993"
61483,44962,41.09638,-89.86649,"41.09638, -89.86649, 44962"
61484,15916,40.292388,-90.42833,"40.292388, -90.42833, 15916"
61485,13203,41.025484,-90.08422,"41.025484, -90.08422, 13203"
61486,34106,41.195087,-90.57923,"41.195087, -90.57923, 34106"
61488,26918,41.030951,-90.29705,"41.030951, -90.29705, 26918"
61489,21065,40.929497,-90.01888,"40.929497, -90.01888, 21065"
61490,25512,41.183299,-90.27637,"41.183299, -90.27637, 25512"
61491,50240,41.068691,-89.76033,"41.068691, -89.76033, 50240"
61501,33404,40.234249,-90.32941,"40.234249, -90.32941, 33404"
61516,16231,40.850381,-89.11878,"40.850381, -89.11878, 16231"
61517,126266,40.816162,-89.84131,"40.816162, -89.84131, 126266"
61520,308453,40.552853,-90.02794,"40.552853, -90.02794, 308453"
61523,283236,40.914377,-89.50654,"40.914377, -89.50654, 283236"
61525,468175,40.849036,-89.65554,"40.849036, -89.65554, 468175"
61526,38015,40.936244,-89.62,"40.936244, -89.62, 38015"
61528,114160,40.776845,-89.7401,"40.776845, -89.7401, 114160"
61529,71686,40.780415,-89.95565,"40.780415, -89.95565, 71686"
61530,162220,40.718228,-89.27153,"40.718228, -89.27153, 162220"
61531,67634,40.68847,-90.02166,"40.68847, -90.02166, 67634"
61532,9075,40.35756,-89.82389,"40.35756, -89.82389, 9075"
61533,56099,40.577778,-89.8297,"40.577778, -89.8297, 56099"
61534,47797,40.40943,-89.65687,"40.40943, -89.65687, 47797"
61535,69142,40.590353,-89.54053,"40.590353, -89.54053, 69142"
61536,85232,40.690205,-89.78042,"40.690205, -89.78042, 85232"
61537,63684,41.113829,-89.38486,"41.113829, -89.38486, 63684"
61540,66533,41.030697,-89.38586,"41.030697, -89.38586, 66533"
61542,76346,40.39309,-90.13748,"40.39309, -90.13748, 76346"
61544,14061,40.688615,-90.24422,"40.688615, -90.24422, 14061"
61545,15750,40.873236,-89.37082,"40.873236, -89.37082, 15750"
61546,98453,40.442037,-89.78797,"40.442037, -89.78797, 98453"
61547,118520,40.619174,-89.72628,"40.619174, -89.72628, 118520"
61548,410177,40.784412,-89.40841,"40.784412, -89.40841, 410177"
61550,654244,40.613788,-89.46031,"40.613788, -89.46031, 654244"
61554,894524,40.567088,-89.63382,"40.567088, -89.63382, 894524"
61559,96381,40.935608,-89.76802,"40.935608, -89.76802, 96381"
61560,15604,41.198061,-89.43131,"41.198061, -89.43131, 15604"
61561,81575,40.795911,-89.19419,"40.795911, -89.19419, 81575"
61565,38134,41.036199,-89.48336,"41.036199, -89.48336, 38134"
61567,12654,40.340202,-89.90929,"40.340202, -89.90929, 12654"
61568,161775,40.513656,-89.47408,"40.513656, -89.47408, 161775"
61569,35059,40.691022,-89.89138,"40.691022, -89.89138, 35059"
61570,39569,40.920631,-89.29547,"40.920631, -89.29547, 39569"
61571,669676,40.701037,-89.44294,"40.701037, -89.44294, 669676"
61572,22418,40.796752,-90.02866,"40.796752, -90.02866, 22418"
61602,55959,40.677987,-89.60864,"40.677987, -89.60864, 55959"
61603,216633,40.712887,-89.57904,"40.712887, -89.57904, 216633"
61604,548492,40.709237,-89.63633,"40.709237, -89.63633, 548492"
61605,131474,40.678037,-89.62737,"40.678037, -89.62737, 131474"
61606,92396,40.699137,-89.60972,"40.699137, -89.60972, 92396"
61607,270037,40.642049,-89.67147,"40.642049, -89.67147, 270037"
61610,88120,40.643846,-89.59908,"40.643846, -89.59908, 88120"
61611,645726,40.683387,-89.54493,"40.683387, -89.54493, 645726"
61614,996234,40.755343,-89.59799,"40.755343, -89.59799, 996234"
61615,984143,40.764368,-89.6448,"40.764368, -89.6448, 984143"
61616,194146,40.743266,-89.576628,"40.743266, -89.576628, 194146"
61701,774953,40.477286,-88.99592,"40.477286, -88.99592, 774953"
61704,1414466,40.459584,-88.96939,"40.459584, -88.96939, 1414466"
61705,489959,40.459584,-88.96939,"40.459584, -88.96939, 489959"
61720,6042,40.553838,-88.5101,"40.553838, -88.5101, 6042"
61721,13245,40.341123,-89.32028,"40.341123, -89.32028, 13245"
61722,13263,40.434885,-88.62237,"40.434885, -88.62237, 13263"
61723,60155,40.256893,-89.25013,"40.256893, -89.25013, 60155"
61724,11144,40.336763,-88.52604,"40.336763, -88.52604, 11144"
61725,48537,40.600045,-89.13627,"40.600045, -89.13627, 48537"
61726,61965,40.740106,-88.70948,"40.740106, -88.70948, 61965"
61727,235897,40.145501,-88.96776,"40.145501, -88.96776, 235897"
61728,36188,40.56944,-88.62727,"40.56944, -88.62727, 36188"
61729,50114,40.619306,-89.22353,"40.619306, -89.22353, 50114"
61730,9613,40.537652,-88.73274,"40.537652, -88.73274, 9613"
61731,7365,40.607615,-88.49,"40.607615, -88.49, 7365"
61732,61857,40.528515,-89.19057,"40.528515, -89.19057, 61857"
61733,30714,40.615875,-89.32778,"40.615875, -89.32778, 30714"
61734,67293,40.369256,-89.54251,"40.369256, -89.54251, 67293"
61735,9356,40.193547,-88.79575,"40.193547, -88.79575, 9356"
61736,60696,40.395487,-88.8498,"40.395487, -88.8498, 60696"
61737,15606,40.450325,-88.72052,"40.450325, -88.72052, 15606"
61738,129611,40.731662,-89.03978,"40.731662, -89.03978, 129611"
61739,129279,40.741158,-88.51546,"40.741158, -88.51546, 129279"
61740,40453,40.882858,-88.85739,"40.882858, -88.85739, 40453"
61741,42514,40.756972,-88.40479,"40.756972, -88.40479, 42514"
61742,37852,40.628105,-89.28004,"40.628105, -89.28004, 37852"
61743,7294,40.877451,-88.7778,"40.877451, -88.7778, 7294"
61744,55347,40.740729,-88.88791,"40.740729, -88.88791, 55347"
61745,121221,40.32122,-88.97442,"40.32122, -88.97442, 121221"
61747,37532,40.422027,-89.42614,"40.422027, -89.42614, 37532"
61748,117644,40.627948,-88.97711,"40.627948, -88.97711, 117644"
61749,13434,40.091729,-89.10358,"40.091729, -89.10358, 13434"
61752,118123,40.345004,-88.75786,"40.345004, -88.75786, 118123"
61753,87590,40.63872,-88.7923,"40.63872, -88.7923, 87590"
61754,32795,40.321811,-89.15864,"40.321811, -89.15864, 32795"
61755,122916,40.533634,-89.34345,"40.533634, -89.34345, 122916"
61756,56428,40.027071,-88.96715,"40.027071, -88.96715, 56428"
61759,47091,40.431577,-89.32013,"40.431577, -89.32013, 47091"
61760,57006,40.893593,-89.03266,"40.893593, -89.03266, 57006"
61761,1027827,40.515485,-88.98629,"40.515485, -88.98629, 1027827"
61764,297025,40.884053,-88.63376,"40.884053, -88.63376, 297025"
61769,13287,40.885397,-88.39957,"40.885397, -88.39957, 13287"
61770,25676,40.430727,-88.52548,"40.430727, -88.52548, 25676"
61771,21521,40.738973,-89.13579,"40.738973, -89.13579, 21521"
61772,11354,40.399689,-89.06088,"40.399689, -89.06088, 11354"
61773,9139,40.584937,-88.38028,"40.584937, -88.38028, 9139"
61774,26772,40.426186,-89.2107,"40.426186, -89.2107, 26772"
61775,6808,40.653799,-88.39026,"40.653799, -88.39026, 6808"
61776,47781,40.574936,-88.88696,"40.574936, -88.88696, 47781"
61777,24013,40.240627,-88.96635,"40.240627, -88.96635, 24013"
61778,13923,40.242378,-89.1087,"40.242378, -89.1087, 13923"
61801,410169,40.109647,-88.21246,"40.109647, -88.21246, 410169"
61802,440000,40.121648,-88.17649,"40.121648, -88.17649, 440000"
61810,10627,39.909736,-87.93384,"39.909736, -87.93384, 10627"
61811,13974,40.293159,-87.61401,"40.293159, -87.61401, 13974"
61812,8189,40.27363,-87.88919,"40.27363, -87.88919, 8189"
61813,38520,39.918042,-88.56139,"39.918042, -88.56139, 38520"
61814,29319,40.231345,-87.58163,"40.231345, -87.58163, 29319"
61816,13170,39.91613,-88.00203,"39.91613, -88.00203, 13170"
61817,60164,40.059068,-87.70376,"40.059068, -87.70376, 60164"
61818,35420,39.889596,-88.72633,"39.889596, -88.72633, 35420"
61820,400335,40.114931,-88.24322,"40.114931, -88.24322, 400335"
61821,813137,40.108631,-88.2733,"40.108631, -88.2733, 813137"
61822,934667,40.126854,-88.29315,"40.126854, -88.29315, 934667"
61830,14367,40.020978,-88.72247,"40.020978, -88.72247, 14367"
61832,581430,40.133786,-87.62898,"40.133786, -87.62898, 581430"
61833,32884,40.096186,-87.64569,"40.096186, -87.64569, 32884"
61834,185945,40.175463,-87.6124,"40.175463, -87.6124, 185945"
61839,13578,40.139336,-88.62966,"40.139336, -88.62966, 13578"
61840,24953,40.310244,-88.30526,"40.310244, -88.30526, 24953"
61841,32869,40.039632,-87.83052,"40.039632, -87.83052, 32869"
61842,69122,40.251945,-88.65279,"40.251945, -88.65279, 69122"
61843,55972,40.313921,-88.3742,"40.313921, -88.3742, 55972"
61844,26112,40.126299,-87.86871,"40.126299, -87.86871, 26112"
61845,10519,40.376141,-88.4135,"40.376141, -88.4135, 10519"
61846,84777,39.97412,-87.63138,"39.97412, -87.63138, 84777"
61847,32466,40.310063,-88.01922,"40.310063, -88.01922, 32466"
