avgIncome,LatM,LongM,LATB,LONGB,BankCount
4398,40.081107,-96.4838,,,
15818,40.744844,-97.58296,,,
35456,40.918054,-96.84839,,,
25030,40.617147,-96.7559,,,
81845,40.772835,-97.05841,,,
8763,40.501404,-97.39726,,,
24119,40.912199,-96.24729,,,
25167,40.915826,-95.93611,,,
184409,40.661439,-95.87023,,,
14319,40.833188,-96.00315,,,
5082,40.32194,-95.67683,,,
13161,40.052388,-96.81761,,,
4387,40.401484,-97.45367,,,
5637,40.728493,-96.09516,,,
24510,40.702467,-96.3845,,,
21733,40.106605,-96.15968,,,
14195,40.48863,-95.73152,,,
12807,40.385662,-96.71396,,,
27161,40.806723,-96.93931,,,
16122,40.298729,-97.00106,,,
47013,40.969816,-96.82364,,,
57973,40.679251,-96.66579,,,
7158,40.056628,-95.43297,,,
4778,40.060469,-95.74181,,,
210542,40.909197,-97.11206,,,
18745,40.43034,-97.73815,,,
6084,40.240436,-95.63981,,,
9886,40.996127,-97.2052,,,
4668,40.224384,-96.24072,,,
6921,40.229899,-95.77517,,,
19474,40.450262,-96.37773,,,
62733,40.656899,-96.18201,,,
8662,40.188015,-96.08978,,,
11178,40.537185,-96.02353,,,
44668,40.373895,-96.2097,,,
6925,40.412117,-97.33094,,,
16799,40.698235,-96.28913,,,
19072,40.820408,-95.89714,,,
25353,40.898329,-97.32084,,,
6396,40.152937,-95.69982,,,
23587,40.897974,-97.45072,,,
38268,40.764867,-96.53044,,,
96815,40.924298,-96.52581,,,
35258,40.87142,-96.14188,,,
9170,40.410478,-97.20746,,,
48416,40.487481,-96.99849,,,
29871,40.087289,-96.65361,,,
212598,40.865237,-97.58884,,,
584106,40.789051,-96.69589,,,
161009,40.823602,-96.67552,,,
245053,40.8442,-96.65563,,,
331471,40.82655,-96.62564,,,
780221,40.785557,-96.64599,,,
285501,40.85115,-96.62914,,,
99229,40.814191,-96.70744,,,
466063,40.807106,-96.65634,,,
466780,40.7448,-96.69574,,,
1394189,40.749224,-96.64566,,,
18143,40.92185,-96.61495,,,
108993,40.798632,-96.59023,,,
642626,40.855645,-96.71298,,,
231103,40.790601,-96.74974,,,
56460,40.740529,-96.76178,,,
102981,40.859321,-96.79586,,,
229453,40.740833,-96.59122,,,
34393,40.849249,-96.53061,,,
130739,40.816765,-96.78598,,,
18367,40.796876,-96.8585,,,
635860,41.437838,-97.37192,,,
74643,41.708281,-98.0246,,,
15263,41.482181,-96.63929,,,
5188,41.909737,-98.51413,,,
4372,41.441371,-98.1094,,,
22816,41.342529,-97.23485,,,
16105,41.177056,-97.00012,,,
13016,41.552082,-98.17449,,,
20233,41.212516,-97.83118,,,
30840,41.70879,-97.12748,,,
16561,41.692408,-97.35456,,,
78844,41.259891,-97.12638,,,
25272,41.706209,-96.89662,,,
10244,41.083432,-97.01583,,,
28763,42.009216,-98.13311,,,
4732,41.76983,-98.64132,,,
34061,41.375063,-97.96381,,,
31383,41.44996,-97.75199,,,
23811,41.73427,-97.01367,,,
47278,41.690401,-97.49723,,,
39178,41.691648,-97.24781,,,
19799,41.707169,-97.6865,,,
13559,41.504301,-97.60921,,,
10729,41.400937,-96.78066,,,
40375,41.484782,-96.77567,,,
32275,41.21361,-97.56993,,,
19571,41.861111,-98.04549,,,
18751,41.545453,-97.48974,,,
12912,41.068368,-97.78036,,,
17579,41.192785,-97.29532,,,
4411,41.546604,-96.93521,,,
19809,41.574309,-97.86898,,,
148519,41.472784,-97.06915,,,
26535,41.184669,-97.41634,,,
15200,41.306574,-97.70019,,,
15043,41.693462,-98.38523,,,
33850,41.113813,-97.60295,,,
11782,41.08293,-97.22235,,,
650526,42.026209,-97.41741,,,
17251,42.450185,-96.85153,,,
42919,42.573338,-98.94136,,,
25877,42.53961,-99.52938,,,
36316,41.993408,-97.60196,,,
19726,41.944906,-96.8338,,,
34641,42.651113,-97.67271,,,
6285,42.337964,-98.01432,,,
7490,42.923088,-98.85921,,,
12303,42.281323,-97.20373,,,
8427,42.182794,-98.77798,,,
14802,42.163976,-98.21846,,,
16305,42.509494,-97.20526,,,
4329,42.379899,-96.96331,,,
31652,42.469145,-97.9023,,,
34659,42.774493,-97.51543,,,
59116,42.424303,-96.43904,,,
4659,42.459805,-96.98116,,,
24590,42.288154,-96.73644,,,
14824,42.189511,-98.42285,,,
12510,42.750269,-97.3801,,,
64075,42.624108,-97.25267,,,
15608,42.145982,-97.3009,,,
16820,42.367879,-96.58297,,,
3322,42.376443,-98.51848,,,
16529,42.460155,-96.60668,,,
37464,42.437732,-97.09057,,,
6656,42.787371,-98.43592,,,
58674,41.836046,-97.45212,,,
15813,41.995961,-97.70788,,,
3967,42.946169,-99.11638,,,
42358,42.150892,-98.02352,,,
14011,42.660607,-96.92796,,,
22086,41.769497,-97.79839,,,
2739,42.700145,-99.31812,,,
16039,42.776379,-98.07011,,,
6318,42.049818,-97.96188,,,
98473,42.516792,-98.60341,,,
14150,42.395137,-98.22358,,,
29105,42.35077,-97.61574,,,
7309,42.41927,-98.40272,,,
73571,42.200994,-97.54527,,,
15510,41.999564,-97.06804,,,
35590,42.331689,-97.80618,,,
34651,42.563297,-96.76399,,,
31539,42.377338,-97.35618,,,
2901,42.367457,-98.12019,,,
5717,42.821095,-97.27699,,,
245017,42.467095,-96.4187,,,
12243,42.843338,-98.68298,,,
10737,42.880251,-99.8661,,,
46582,41.955429,-97.21583,,,
17349,42.591725,-99.13746,,,
29057,42.028202,-97.84085,,,
13553,42.620877,-98.12001,,,
42772,42.242742,-96.87191,,,
6122,42.437174,-96.72103,,,
20630,42.50198,-97.55717,,,
109453,42.221382,-97.03303,,,
113929,41.841032,-96.72569,,,
15038,42.175272,-97.17016,,,
39044,42.000682,-96.9295,,,
7100,42.749481,-97.14372,,,
550063,40.922826,-98.33087,,,
558727,40.916866,-98.38749,,,
17260,40.860494,-98.47051,,,
16359,40.887707,-99.2839,,,
9797,41.726833,-99.82976,,,
14933,41.296709,-99.38123,,,
10827,41.420141,-99.1444,,,
5865,41.251967,-98.78701,,,
140329,40.83605,-98.00493,,,
7521,41.09121,-98.69726,,,
101986,41.400263,-99.63075,,,
40631,41.820617,-99.12531,,,
37860,40.99858,-98.60417,,,
18379,41.288656,-99.95439,,,
75048,41.12561,-98.00225,,,
16374,41.031618,-98.17004,,,
3796,41.556172,-99.24938,,,
16597,41.125399,-98.57308,,,
61038,40.763643,-98.38794,,,
5894,41.824292,-100.15245,,,
3316,41.013936,-99.6325,,,
8795,41.336945,-98.61248,,,
38492,40.708697,-99.37512,,,
5247,41.217633,-98.67027,,,
60024,40.754582,-98.86414,,,
19148,40.769633,-98.16372,,,
11571,41.517347,-98.49117,,,
21996,40.894366,-97.89355,,,
590901,40.713265,-99.11839,,,
7025,41.068227,-97.89516,,,
352999,40.709895,-99.05499,,,
199858,40.786048,-99.7424,,,
10257,41.158146,-99.12336,,,
27971,41.286479,-98.96733,,,
19058,41.019927,-98.00297,,,
5699,41.168004,-99.33514,,,
13064,41.488642,-99.81791,,,
5161,40.966548,-99.37818,,,
8956,41.48443,-98.79933,,,
5531,41.146805,-99.77117,,,
57203,41.597942,-98.93307,,,
32347,40.752213,-99.52687,,,
20856,41.244441,-98.22475,,,
28783,40.895553,-98.20719,,,
21652,40.982236,-99.11132,,,
41353,41.014592,-98.88267,,,
14871,40.817442,-99.15387,,,
3799,41.121028,-98.82619,,,
18362,41.097169,-98.31587,,,
64703,41.230069,-98.47449,,,
12766,41.639578,-99.41055,,,
9342,41.523574,-98.68461,,,
38270,40.786865,-98.74701,,,
6258,40.970793,-99.48582,,,
5365,41.826783,-99.49058,,,
6699,41.413885,-98.4231,,,
56719,40.807789,-98.5978,,,
552217,40.589299,-98.38131,,,
27218,40.142462,-99.35398,,,
26090,40.318156,-99.89562,,,
27903,40.493457,-99.11348,,,
11473,40.431821,-98.43946,,,
12269,40.106595,-99.8225,,,
28716,40.534445,-99.61498,,,
8079,40.320042,-98.59331,,,
22647,40.284783,-98.43446,,,
8525,40.303479,-98.73884,,,
20237,40.523823,-98.04812,,,
14980,40.365387,-97.96363,,,
3384,40.310905,-99.7648,,,
41739,40.627711,-99.86334,,,
11653,40.425264,-98.10957,,,
26948,40.103792,-98.94389,,,
11392,40.532115,-99.24602,,,
19066,40.459158,-98.28892,,,
6941,40.084405,-98.30306,,,
6304,40.023871,-97.9101,,,
21280,40.635514,-98.09442,,,
6742,40.568436,-98.78434,,,
14672,40.306853,-99.05694,,,
6018,40.34435,-100.03595,,,
165800,40.434479,-99.37311,,,
6016,40.465821,-98.65405,,,
52421,40.595599,-98.53981,,,
26560,40.642616,-98.67681,,,
11928,40.275161,-98.24659,,,
15937,40.507276,-99.50047,,,
109983,40.491484,-98.92412,,,
14473,40.19484,-98.03859,,,
12088,40.145771,-99.46708,,,
23992,40.247784,-99.62187,,,
22861,40.090341,-98.52808,,,
8491,40.113307,-99.23875,,,
10291,40.459642,-98.55892,,,
4627,40.126094,-97.87696,,,
6213,40.576873,-99.74003,,,
5428,40.092127,-99.63058,,,
42855,40.03686,-98.07828,,,
43281,40.603945,-97.85433,,,
13528,40.674132,-98.26496,,,
8117,40.287173,-98.88958,,,
16257,40.338567,-99.18638,,,
198655,40.225039,-100.63052,,,
8664,40.241652,-100.3015,,,
27106,40.097723,-101.54055,,,
34002,40.317358,-100.17857,,,
9050,40.489063,-101.88349,,,
22249,40.242582,-100.85376,,,
20033,40.618751,-100.50729,,,
23289,40.656225,-100.05391,,,
6666,40.756879,-100.21881,,,
5415,40.032262,-101.96041,,,
7907,40.560493,-100.95654,,,
65304,40.530405,-101.67576,,,
18995,40.236212,-100.42375,,,
7988,40.638541,-100.65778,,,
8810,40.358455,-101.11224,,,
10876,40.150605,-101.23375,,,
13101,40.160252,-101.01311,,,
16462,40.484407,-101.35561,,,
3830,40.106363,-100.11077,,,
637536,41.129363,-100.77502,,,
20093,41.398865,-100.22265,,,
4324,41.569138,-101.68816,,,
14485,41.058171,-102.08926,,,
19439,41.036035,-100.34398,,,
6325,41.583579,-102.85851,,,
13605,41.091667,-101.89092,,,
6286,41.173278,-103.9024,,,
24736,41.104806,-102.40905,,,
109776,40.868727,-99.97697,,,
14007,41.406407,-103.00711,,,
6127,41.207381,-103.47126,,,
8296,40.847471,-101.38031,,,
90474,40.952436,-100.15719,,,
38758,40.850141,-101.75824,,,
9660,41.318554,-102.97377,,,
37013,41.186837,-101.03117,,,
3579,41.250772,-101.60141,,,
59554,41.24058,-103.6608,,,
5509,41.296221,-101.77851,,,
9691,41.376624,-102.05512,,,
15398,41.168155,-102.63874,,,
11064,40.845229,-101.5378,,,
13939,41.020868,-100.54009,,,
14939,42.088889,-101.09299,,,
120193,41.115512,-101.69819,,,
21234,41.402127,-102.35025,,,
21047,41.154635,-101.37877,,,
14293,41.233268,-103.28325,,,
215962,41.162214,-103.01949,,,
16744,41.437215,-100.53006,,,
38052,41.194109,-101.17899,,,
9850,41.918663,-100.52739,,,
5685,41.560479,-100.98254,,,
5416,40.734776,-101.98221,,,
12829,40.820868,-101.17982,,,
4885,40.770008,-100.73442,,,
73076,42.716711,-100.64716,,,
35221,42.530382,-99.88206,,,
5795,42.838967,-101.36663,,,
6133,42.519402,-99.70826,,,
226531,42.13928,-102.84937,,,
3936,41.861313,-101.98548,,,
38624,41.777948,-103.31277,,,
47104,41.660814,-103.10517,,,
107341,42.808213,-103.00219,,,
27165,42.672974,-103.39841,,,
219413,41.803503,-103.65998,,,
43989,42.567701,-102.00083,,,
8703,41.549736,-103.72421,,,
9876,42.624764,-103.83101,,,
22359,42.580176,-102.65443,,,
30706,42.369213,-103.17741,,,
8690,41.926792,-101.73705,,,
9134,41.849619,-103.99465,,,
31303,41.863357,-103.47009,,,
68872,41.940693,-103.78815,,,
34006,41.986025,-103.95935,,,
19572,42.737843,-102.48573,,,
333206,41.885553,-103.65241,,,
4660,41.92305,-101.56145,,,
3138,42.755969,-103.2562,,,
67373613,#N/A,#N/A,,,
23050,37.381946,-115.31502,,,
856552,37.381946,-115.31502,,,
480527,35.968615,-114.83354,,,
22937,37.488849,-114.45374,,,
6621,37.751707,-118.08592,,,
685984,36.121607,-114.92514,,,
1114275,36.017578,-115.05438,,,
6411,37.571495,-117.31507,,,
899698,36.045811,-115.0778,,,
800208,36.030927,-114.96787,,,
49761,35.801952,-115.57819,,,
15787,36.52513,-116.46173,,,
295573,36.804651,-114.08749,,,
147878,35.138674,-114.62875,,,
474812,36.206419,-115.12318,,,
1258169,36.256479,-115.16139,,,
704114,36.224218,-115.1763,,,
4478,35.28299,-114.87299,,,
64535,36.540495,-114.45478,,,
19296,38.122239,-114.40318,,,
641282,38.122239,-114.40318,,,
49243,37.583805,-116.598559,,,
12065,35.525338,-114.91149,,,
289915,36.218341,-116.00994,,,
55613,38.307931,-116.92779,,,
2250574,35.979863,-115.09895,,,
158438,36.264185,-116.038857,,,
91175,36.119299,-115.938992,,,
1509855,36.038181,-115.086999,,,
560291,36.573377,-115.674671,,,
573278,36.281388,-115.148644,,,
90830,36.281388,-115.148644,,,
86710,36.28094,-115.132695,,,
436426,36.17022,-115.12785,,,
634222,36.145303,-115.18358,,,
993502,36.113211,-115.21849,,,
557270,36.151108,-115.10857,,,
300632,36.184219,-115.16292,,,
734923,36.171219,-115.21682,,,
1831556,36.205718,-115.22363,,,
1284897,36.126038,-115.14796,,,
1023081,36.172744,-115.05795,,,
949683,36.067495,-115.26039,,,
603783,36.233655,-115.06881,,,
1922649,36.140974,-115.28205,,,
451815,36.084361,-115.2103,,,
728701,36.088922,-115.13905,,,
617454,36.087623,-115.08872,,,
1066770,36.121972,-115.0903,,,
755251,36.10524,-115.04592,,,
1420318,36.026532,-115.14848,,,
26337,36.101538,-115.39948,,,
869972,36.193501,-115.265,,,
1339011,36.231139,-115.28461,,,
802217,36.257531,-115.22728,,,
1328144,36.294596,-115.24685,,,
2147763,36.204548,-115.31207,,,
1516588,36.131341,-115.32331,,,
480321,35.927901,-114.972061,,,
745477,36.031873,-115.20342,,,
909084,35.998778,-115.19588,,,
502140,36.148417,-115.04767,,,
295634,36.326315,-115.25788,,,
917432,36.181142,-115.32557,,,
933480,36.167731,-115.26791,,,
402410,36.141119,-115.22493,,,
1112358,36.113059,-115.27343,,,
1281650,36.049095,-115.28485,,,
909909,36.266266,-115.28656,,,
401599,36.201612,-115.03358,,,
13844,35.927901,-114.972061,,,
253588,35.927901,-114.972061,,,
405099,35.927901,-114.972061,,,
730266,35.927901,-114.972061,,,
100772,35.927901,-114.972061,,,
734832,35.927901,-114.972061,,,
107647,39.282855,-114.9208,,,
11951,39.748753,-117.01152,,,
3906,38.941805,-114.12592,,,
28279,39.717627,-116.02944,,,
305820,39.25468,-119.51494,,,
457114,39.461072,-118.69306,,,
372545,39.617711,-119.17374,,,
278072,38.878641,-119.69753,,,
122330,39.083284,-119.93964,,,
7308,40.926644,-117.31706,,,
70425,38.505507,-118.70342,,,
7259,40.700131,-118.11473,,,
64162,40.21672,-118.39475,,,
461624,39.009564,-119.75557,,,
7547,41.656001,-117.95538,,,
103355,39.367838,-119.24618,,,
14510,38.784128,-119.31697,,,
519991,39.542711,-119.75445,,,
260477,39.59218,-119.77467,,,
558816,39.544183,-119.70003,,,
1063244,39.624698,-119.70585,,,
333180,39.298192,-119.65351,,,
55343,38.738712,-119.34585,,,
329632,41.02951,-117.94402,,,
160324,38.94675,-119.11544,,,
707321,39.245257,-119.95204,,,
317815,38.903324,-119.763147,,,
102546,39.52616,-119.81367,,,
708924,39.499862,-119.77497,,,
477859,39.53636,-119.8373,,,
703478,39.659801,-119.87918,,,
264355,39.54231,-119.816374,,,
1270504,39.496243,-119.83072,,,
112929,39.87107,-119.71313,,,
1697355,39.403178,-119.7606,,,
268245,39.54641,-119.79664,,,
713945,40.541218,-119.586934,,,
893574,39.395387,-119.72735,,,
882282,39.523088,-119.89808,,,
493818,39.147877,-119.74536,,,
375820,39.164966,-119.79382,,,
178318,39.27521,-119.7908,,,
119093,39.091507,-119.79896,,,
353475,39.200035,-119.72732,,,
571675,40.883028,-115.75016,,,
397424,40.644201,-115.64745,,,
138990,40.489736,-117.08692,,,
12137,40.450972,-116.51585,,,
62055,40.715963,-116.11426,,,
13900,41.890872,-114.44545,,,
20684,40.79727,-115.44828,,,
37436,41.208288,-114.86098,,,
40974691,#N/A,#N/A,,,
584267,42.854886,-71.6082,,,
185309,43.000345,-71.35141,,,
196952,42.742587,-71.66605,,,
134891,43.048372,-71.3078,,,
179506,42.967823,-71.23453,,,
136156,43.141746,-71.2488,,,
927478,42.886486,-71.30019,,,
181370,43.045076,-71.07095,,,
53586,42.976901,-71.81007,,,
126565,42.986119,-71.12524,,,
406591,43.037495,-71.57023,,,
98133,43.102146,-71.602132,,,
44229,42.935709,-71.86645,,,
87314,42.747024,-71.77591,,,
550351,42.739909,-71.58044,,,
778233,42.759821,-71.42079,,,
295121,42.85059,-71.45379,,,
856343,42.880481,-71.38205,,,
930151,42.858053,-71.51216,,,
416878,42.831686,-71.66743,,,
97284,42.899434,-71.68057,,,
593540,42.748888,-71.46492,,,
1199463,42.724822,-71.49238,,,
540021,42.770738,-71.51047,,,
415793,42.774171,-71.47306,,,
196969,42.978267,-71.69414,,,
127540,42.753726,-71.86706,,,
457509,42.734182,-71.32359,,,
269916,43.031491,-71.19598,,,
983611,42.792456,-71.21316,,,
46990,42.902259,-71.78452,,,
46607,42.81949,-71.85063,,,
142857,42.830184,-71.78177,,,
795193,42.805194,-71.29878,,,
84650,42.989984,-71.46376,,,
603512,42.990684,-71.4868,,,
668461,42.967684,-71.44828,,,
949851,43.006033,-71.44716,,,
434957,43.058785,-71.44412,,,
288516,42.972584,-71.41349,,,
1695855,42.942551,-71.51993,,,
48711,43.444702,-71.78401,,,
45641,43.705061,-71.62778,,,
28457,43.338347,-71.29305,,,
159516,43.459555,-71.47352,,,
56473,43.256053,-71.95405,,,
123640,43.615799,-71.75006,,,
107848,43.887682,-71.65161,,,
81732,43.346137,-71.54434,,,
79827,43.354005,-71.22819,,,
114925,43.721094,-71.49652,,,
30200,43.802936,-71.45126,,,
253777,43.204192,-71.70711,,,
24859,43.506405,-71.87281,,,
23641,43.423484,-71.93648,,,
117065,43.228594,-71.3611,,,
153851,43.444456,-71.66034,,,
65898,43.42975,-71.37517,,,
26756,43.568328,-71.96422,,,
21071,43.713794,-71.80642,,,
126717,43.173469,-71.81722,,,
24247,43.521669,-71.73815,,,
182104,43.119417,-71.92108,,,
61989,43.737831,-71.604406,,,
364331,43.557153,-71.43842,,,
237034,43.555878,-71.398521,,,
40515,44.051981,-71.6606,,,
196025,43.644559,-71.50488,,,
123784,43.712184,-71.39299,,,
67506,43.32582,-72.02654,,,
50746,43.60768,-71.64372,,,
210210,43.418863,-72.00004,,,
72937,43.255881,-71.397599,,,
9223,43.880005,-71.39475,,,
111476,43.216633,-71.2079,,,
37486,44.0285,-71.68701,,,
88615,43.30368,-71.3215,,,
112014,43.753837,-71.64503,,,
39823,43.806365,-71.87952,,,
33514,43.388571,-71.74199,,,
85693,43.523175,-71.5876,,,
284447,43.152469,-71.43654,,,
178019,43.446729,-71.5785,,,
83367,43.283838,-71.82537,,,
13692,43.938224,-71.88853,,,
24285,43.173046,-72.09755,,,
243892,43.080986,-71.72329,,,
22128,43.874357,-71.91765,,,
18110,43.501755,-72.01296,,,
34440,43.501755,-72.01296,,,
35995,43.430018,-71.90457,,,
161968,43.115874,-71.11081,,,
5915,43.179984,-71.1392,,,
866225,43.213705,-71.53774,,,
366890,43.283796,-71.63832,,,
336953,43.144614,-71.53576,,,
148106,43.31773,-71.4534,,,
607610,42.946418,-72.28616,,,
62631,43.060424,-71.95068,,,
7642,42.791069,-72.4352,,,
31052,43.005429,-71.91635,,,
24694,42.871815,-72.47163,,,
65327,42.899874,-72.06334,,,
16975,43.009728,-72.19383,,,
141367,42.870578,-72.29978,,,
59715,42.754744,-72.14838,,,
25905,43.055293,-72.26149,,,
67804,42.975105,-71.98913,,,
31136,42.941175,-72.06043,,,
81525,42.797633,-72.49518,,,
137366,42.827096,-72.03418,,,
58345,42.932177,-72.16219,,,
18826,43.125523,-72.21382,,,
22770,43.025227,-72.14365,,,
806647,42.884919,-71.95133,,,
136551,42.749835,-72.01034,,,
62048,42.913966,-72.41522,,,
27394,43.078658,-72.0959,,,
41106,42.822155,-72.17618,,,
56134,42.899338,-72.51629,,,
52288,42.971069,-72.42512,,,
97742,42.775629,-72.33893,,,
135169,44.313606,-71.79751,,,
143373,44.463337,-71.19092,,,
57736,44.28177,-71.69225,,,
58855,44.893888,-71.44766,,,
7768,44.789296,-71.15394,,,
57330,44.200124,-71.69959,,,
72465,44.386557,-71.16273,,,
36678,44.610605,-71.48147,,,
26061,44.376866,-71.46436,,,
206259,44.483756,-71.54999,,,
58087,44.225864,-71.87371,,,
20578,44.225864,-71.87371,,,
36428,44.608332,-71.24335,,,
12200,44.719769,-71.59395,,,
21569,45.085547,-71.30724,,,
9508,45.085547,-71.30724,,,
60399,44.378771,-71.62248,,,
10078,43.242719,-72.30269,,,
64774,43.142384,-72.32575,,,
101552,43.249468,-72.39026,,,
19777,43.231807,-72.17556,,,
5108,43.195329,-72.26894,,,
108290,43.075411,-72.41902,,,
16213,43.142254,-72.4483,,,
21365,44.114163,-71.948852,,,
99016,43.659172,-72.01333,,,
271630,43.374562,-72.34152,,,
37535,43.476337,-72.33337,,,
133506,43.614847,-72.12058,,,
114990,43.701003,-72.20056,,,
16459,43.304058,-72.13525,,,
147033,43.516383,-72.12954,,,
510767,43.719756,-72.2507,,,
11019,44.037125,-72.05658,,,
292178,43.642945,-72.24403,,,
111795,43.823864,-72.13297,,,
32562,43.525462,-72.28072,,,
18891,44.281722,-72.02789,,,
166978,43.358339,-72.18321,,,
37343,44.08541,-71.9943,,,
36573,43.908925,-72.07831,,,
18480,43.976427,-72.04409,,,
10117,44.029684,-71.98612,,,
59949,43.53357,-72.30353,,,
105813,43.381133,-72.09028,,,
118701,43.649781,-72.30594,,,
36485,44.133215,-71.96306,,,
914405,43.070188,-70.77684,,,
108075,43.478364,-71.22377,,,
55067,43.478917,-71.28776,,,
286125,42.836245,-71.16246,,,
14030,44.081906,-71.29729,,,
66705,44.041089,-71.0627,,,
45518,43.767878,-71.12926,,,
28236,43.685171,-71.28404,,,
40907,43.878112,-71.22069,,,
89726,43.966958,-71.15892,,,
118874,42.927682,-71.12034,,,
812977,43.190984,-70.88787,,,
82878,43.326734,-71.028427,,,
262319,43.128085,-70.96035,,,
212773,43.208136,-71.04356,,,
101871,42.890357,-71.12296,,,
117362,42.91574,-70.98459,,,
31409,43.640621,-70.98935,,,
837223,42.973783,-70.97665,,,
135157,43.395688,-71.06217,,,
33547,43.814201,-71.0803,,,
33831,43.435913,-71.32971,,,
38240,44.116958,-71.20354,,,
89973,43.267581,-70.98552,,,
176661,43.038279,-70.84714,,,
234950,42.880837,-71.18252,,,
560876,42.93569,-70.82514,,,
131101,42.923946,-70.88666,,,
34149,44.086488,-71.13865,,,
53653,44.166268,-71.18089,,,
186147,42.923643,-71.06236,,,
33296,43.930805,-71.14311,,,
96602,43.422942,-71.011369,,,
14461,43.500126,-70.96931,,,
25037,43.642398,-71.28614,,,
76062,43.443682,-71.14628,,,
79258,43.03833,-70.95076,,,
260185,43.072738,-70.94336,,,
137867,42.871322,-71.04807,,,
103995,44.035684,-71.13084,,,
143987,44.035684,-71.13084,,,
296401,42.97778,-70.83055,,,
32392,43.672636,-71.10266,,,
237516,42.837189,-71.09445,,,
434739,43.304163,-70.99816,,,
123689,43.340581,-70.96311,,,
79235,43.221234,-70.83207,,,
285866,43.000003,-70.76517,,,
90594,43.564008,-71.03405,,,
182166,42.929588,-71.18444,,,
235010,42.88439,-70.85466,,,
22248,43.868287,-71.18267,,,
257564,43.253783,-70.87549,,,
22153,43.721239,-71.00006,,,
8479,43.828696,-71.32104,,,
128038,43.257919,-71.17701,,,
338041,43.015756,-70.90192,,,
29275,43.857079,-71.25988,,,
45294,43.448064,-71.02823,,,
21073,43.811782,-71.194586,,,
230535,43.596233,-71.19552,,,
310595033,#N/A,#N/A,,,
343000,40.578996,-74.27987,,,
1529786,40.666552,-74.11768,,,
1353851,40.803,-74.18895,,,
387563,40.879049,-74.29378,,,
814948,40.912798,-74.41516,,,
1480022,40.848999,-74.27917,,,
494937,40.582504,-74.22997,,,
602999,40.855854,-74.22898,,,
725324,40.82154,-73.98949,,,
741914,40.879699,-74.14263,,,
426869,40.847922,-74.1579,,,
959104,40.868699,-74.17102,,,
198680,40.834049,-74.13669,,,
1060355,40.656302,-74.30371,,,
558100,40.770933,-74.20589,,,
417458,40.75555,-74.21897,,,
553147,40.830733,-73.97334,,,
334983,40.827499,-74.28091,,,
218309,40.816737,-74.00082,,,
332323,40.641852,-74.38533,,,
1778902,40.849879,-73.97501,,,
561933,40.879858,-74.10807,,,
149331,40.650802,-74.32351,,,
627310,40.80495,-74.2047,,,
319063,40.745951,-74.15509,,,
3239730,40.744851,-74.03294,,,
464209,40.791895,-74.13254,,,
855555,40.763051,-74.13718,,,
234405,40.674652,-74.2908,,,
277777,40.881149,-74.38112,,,
393033,40.923233,-74.29376,,,
947716,40.633953,-74.25339,,,
2999796,40.788733,-74.32134,,,
1263122,40.728901,-74.26821,,,
403954,40.724168,-74.29913,,,
1528401,40.81315,-74.21576,,,
1082629,40.844199,-74.20218,,,
690895,40.832449,-74.24227,,,
665439,40.906152,-74.36742,,,
512104,40.892021,-74.44022,,,
1183332,40.7946,-74.01963,,,
465100,40.7683,-74.23603,,,
2012263,40.78865,-74.25541,,,
1092819,40.860149,-74.4171,,,
980806,40.857384,-74.12899,,,
261853,40.852931,-74.10925,,,
355145,40.871299,-74.34331,,,
1487257,40.633652,-74.5008,,,
850669,40.620102,-74.42481,,,
301924,40.631252,-74.40383,,,
258339,40.604252,-74.44612,,,
104461,40.569504,-74.24774,,,
712814,40.607103,-74.28099,,,
598284,40.620336,-74.30934,,,
627448,40.591653,-74.31341,,,
399876,40.821799,-74.30477,,,
522221,40.641207,-74.443695,,,
795013,40.828922,-74.11064,,,
602648,40.808416,-74.12111,,,
192249,40.836555,-74.08466,,,
260225,40.830158,-74.09707,,,
78247,40.841668,-74.059,,,
294526,40.847638,-74.08754,,,
1334095,40.637152,-74.37493,,,
84565,40.553971,-74.25938,,,
3402461,40.73915,-74.32749,,,
980269,40.74765,-74.25881,,,
730139,40.580703,-74.41401,,,
748946,40.701801,-74.32216,,,
397095,40.92241,-74.34625,,,
1624428,40.695401,-74.26933,,,
511546,40.769796,-74.022351,,,
956753,40.767751,-74.0302,,,
71277,40.718401,-74.28416,,,
2499366,40.649202,-74.34567,,,
443203,40.680301,-74.35601,,,
1241648,40.7895,-74.01223,,,
815370,40.7885,-74.06,,,
690283,40.557104,-74.28316,,,
180923,40.735257,-74.17326,,,
448710,40.738501,-74.19507,,,
656274,40.767702,-74.16831,,,
583163,40.725801,-74.15206,,,
455764,40.742251,-74.23006,,,
432077,40.760667,-74.1879,,,
277064,40.722751,-74.2014,,,
878137,40.7935,-74.16144,,,
1325273,40.8196,-74.15877,,,
868674,40.725651,-74.23207,,,
371422,40.711651,-74.21303,,,
107689,40.707553,-74.17883,,,
347105,40.669502,-74.19889,,,
575617,40.652302,-74.21692,,,
464646,40.653502,-74.26058,,,
367844,40.665552,-74.26768,,,
614961,40.695552,-74.22856,,,
327211,40.653189,-74.19158,,,
580053,40.673102,-74.22834,,,
2025826,40.721602,-74.04703,,,
689157,40.716452,-74.07253,,,
1299701,40.701302,-74.08843,,,
997461,40.733751,-74.06582,,,
848651,40.748001,-74.04943,,,
853946,40.731901,-74.0402,,,
51670,40.73235,-74.075391,,,
536985,41.031505,-74.13409,,,
