avgIncome,LatM,LongM,LATB,LONGB,BankCount
23032,32.003035,-83.06337,,,
592396,33.083579,-83.23397,,,
71560,32.293293,-83.98913,,,
157049,33.319093,-83.70862,,,
18253,32.564036,-83.16019,,,
20262,32.799959,-84.00588,,,
41272,32.329164,-84.07988,,,
392646,32.460791,-83.73541,,,
13332,32.185677,-83.76348,,,
17221,32.13702,-83.52604,,,
17049,31.951839,-83.56747,,,
36453,32.370333,-82.96091,,,
44972,32.54748,-84.10042,,,
16504,31.953407,-83.18058,,,
48296,32.702635,-84.03811,,,
40289,31.933079,-83.45722,,,
207359,32.984529,-82.8375,,,
17414,33.421694,-83.61433,,,
96090,33.260235,-83.00647,,,
1190934,32.594698,-83.64873,,,
63903,32.89115,-82.82775,,,
14203,32.801223,-83.06671,,,
35805,32.24473,-83.72075,,,
87061,32.091578,-83.79311,,,
453676,32.638316,-83.64332,,,
18802,33.125097,-82.81018,,,
73999,32.71732,-82.68926,,,
21792,32.912207,-84.14812,,,
48918,32.614742,-83.59829,,,
113862,32.830839,-83.63529,,,
477460,32.844872,-83.67119,,,
285482,32.79904,-83.67216,,,
1133735,32.88899,-83.72204,,,
283377,32.878304,-83.59963,,,
341569,32.730641,-83.6793,,,
219779,32.839005,-83.56749,,,
362221,32.862246,-83.78665,,,
50158,31.764663,-81.6098,,,
142700,32.129474,-81.33121,,,
39771,32.508239,-81.3128,,,
82082,31.407598,-81.39094,,,
120646,32.172661,-81.48447,,,
16779,31.873145,-81.42676,,,
351590,32.313816,-81.3908,,,
542882,31.828575,-81.61617,,,
74894,31.886944,-81.60109,,,
118216,31.74991,-81.75813,,,
157566,31.788811,-81.37637,,,
108399,32.163245,-81.64211,,,
580851,32.110421,-81.24568,,,
25011,31.658252,-81.48778,,,
619671,31.906365,-81.3108,,,
441437,32.293147,-81.23006,,,
112825,32.006672,-80.84937,,,
147460,32.390879,-81.32427,,,
86756,31.547412,-81.3862,,,
312655,32.068658,-81.09258,,,
438555,32.046143,-81.06724,,,
783188,32.043058,-81.12183,,,
854005,31.988676,-81.09116,,,
130413,32.162963,-81.17233,,,
136051,32.106705,-81.16915,,,
805220,32.022019,-80.99193,,,
633066,31.927434,-81.0425,,,
145479,32.075806,-81.12002,,,
949665,31.986249,-81.20259,,,
200497,31.220059,-82.35133,,,
285463,31.205194,-82.37534,,,
132213,31.551458,-82.44618,,,
27158,31.57344,-83.01502,,,
213291,31.768849,-82.35198,,,
232607,31.307234,-82.25779,,,
11493,31.513511,-82.18481,,,
49260,31.67654,-82.88991,,,
253815,31.166786,-81.49213,,,
647483,31.176516,-81.3802,,,
300511,31.212705,-81.60975,,,
487737,31.260995,-81.49832,,,
24918,31.06419,-81.42072,,,
9283,31.718382,-82.73595,,,
194104,31.522042,-82.84153,,,
161160,31.464973,-82.86325,,,
111082,30.860915,-82.02194,,,
186701,31.844772,-82.59809,,,
36724,31.1747,-82.13812,,,
58515,31.320167,-81.85818,,,
7609,31.840974,-82.96137,,,
222336,31.636895,-81.90843,,,
101428,31.575166,-81.86481,,,
360846,30.793409,-81.68428,,,
21146,31.928525,-82.69332,,,
12571,31.101953,-82.58299,,,
12628,31.496025,-82.27322,,,
15601,31.281103,-82.6201,,,
65826,31.17326,-81.97244,,,
61060,31.495983,-82.62928,,,
50354,31.670475,-82.04944,,,
44215,31.372403,-82.10743,,,
384887,30.761081,-81.56912,,,
40405,31.515981,-82.04908,,,
65811,31.198914,-81.332211,,,
20323,31.198914,-81.332211,,,
21878,31.715778,-82.19784,,,
35167,31.066479,-81.62656,,,
41346,31.144635,-81.83011,,,
9627,31.631943,-82.71829,,,
16773,31.003385,-81.79512,,,
112063,30.915778,-81.67924,,,
377988,30.807279,-83.28661,,,
623136,30.866613,-83.30078,,,
455638,30.92205,-83.25332,,,
57693,30.802411,-83.19624,,,
144662,31.133004,-83.42736,,,
27389,31.379665,-83.21803,,,
13633,31.297883,-82.71029,,,
15572,31.003274,-83.5282,,,
49863,30.782963,-83.78882,,,
13774,30.802821,-83.69126,,,
5689,30.96373,-82.86455,,,
6316,30.680867,-82.58028,,,
216322,30.991859,-83.36415,,,
74397,31.062818,-82.72399,,,
84041,31.055578,-83.07103,,,
169825,30.72289,-83.13302,,,
37069,31.291612,-83.45328,,,
14048,30.935087,-83.50211,,,
141207,31.199,-83.2188,,,
32027,30.934298,-83.08841,,,
50509,31.27291,-82.83342,,,
119646,30.783639,-83.55343,,,
57654,31.070627,-83.20286,,,
37363,31.183567,-83.43559,,,
10802,30.703175,-83.02568,,,
8500,30.957421,-83.00524,,,
34744,31.375165,-83.01949,,,
233344,31.580774,-84.16044,,,
363121,31.552483,-84.09678,,,
425470,31.568073,-84.22644,,,
265874,32.071641,-84.21942,,,
12629,32.195361,-84.137,,,
15469,31.836577,-83.72045,,,
122683,31.709742,-83.66519,,,
40786,31.3709,-84.12921,,,
112758,32.085491,-84.252665,,,
613215,31.56889,-84.248211,,,
137010,31.209854,-84.23667,,,
36578,31.592199,-83.48004,,,
17329,31.959367,-83.96028,,,
37524,31.012042,-83.87218,,,
6800,31.930451,-84.02921,,,
49883,31.325004,-83.90937,,,
27590,31.439212,-83.34041,,,
253994,31.720029,-83.25093,,,
15546,31.177174,-83.96555,,,
183454,30.883208,-83.91237,,,
556283,31.714526,-84.16931,,,
20186,31.98309,-84.06866,,,
34103,31.082141,-84.05767,,,
299076,31.165358,-83.77172,,,
69988,31.256287,-83.66005,,,
8014,31.723178,-83.9628,,,
63077,30.977162,-84.0615,,,
89992,31.586426,-83.27583,,,
38308,31.334062,-83.59971,,,
39765,30.966781,-83.72075,,,
105554,31.117271,-84.15678,,,
31170,32.026125,-84.39361,,,
24441,31.526584,-83.79025,,,
15707,31.767986,-83.47325,,,
10776,31.258794,-84.02897,,,
23256,31.901066,-84.25037,,,
118910,31.138011,-83.716729,,,
23136,31.484091,-83.73515,,,
30220,31.652542,-83.57934,,,
209409,31.536886,-83.86041,,,
429806,30.817654,-83.98919,,,
214777,31.485438,-83.503621,,,
432572,31.459666,-83.51083,,,
31053,31.47387,-83.66484,,,
19319,31.782466,-83.86973,,,
15336,31.621764,-83.05502,,,
49837,32.527813,-84.59822,,,
68537,32.315915,-84.52238,,,
159741,32.651617,-84.88805,,,
38736,32.285535,-84.76332,,,
66341,32.246795,-84.32008,,,
71837,32.634965,-84.80137,,,
233467,32.638885,-85.00736,,,
113371,32.722333,-84.95803,,,
5211,32.614374,-84.44513,,,
27423,32.030297,-84.81218,,,
83512,32.862377,-84.60879,,,
319251,32.566197,-84.84122,,,
2829,32.1342,-84.98499,,,
125238,32.867211,-84.88437,,,
15238,32.801174,-84.82038,,,
19795,32.051618,-84.53419,,,
26928,32.109225,-84.66063,,,
28656,32.803518,-84.69384,,,
26227,32.683146,-84.52243,,,
49265,32.557718,-84.73957,,,
35699,32.896166,-84.71191,,,
64510,32.698622,-84.71552,,,
3178,31.973541,-84.62522,,,
142539,32.867469,-85.13779,,,
16726,32.797475,-84.54095,,,
105018,32.471492,-84.98005,,,
204094,32.423311,-84.94879,,,
871406,32.513391,-84.97753,,,
128858,32.37349,-84.90612,,,
482347,32.468442,-84.95128,,,
887493,32.479492,-84.90942,,,
774202,32.53554,-84.92583,,,
25997,33.779165,-89.03949,,,
18706,33.779165,-89.03949,,,
123509,33.779165,-89.03949,,,
163343,33.779165,-89.03949,,,
128696,33.779165,-89.03949,,,
6068,33.779165,-89.03949,,,
22548,33.779165,-89.03949,,,
9889,33.779165,-89.03949,,,
52583,33.779165,-89.03949,,,
220914,33.779165,-89.03949,,,
32811,33.779165,-89.03949,,,
5581,33.779165,-89.03949,,,
89257,33.779165,-89.03949,,,
62926,33.779165,-89.03949,,,
14662,33.779165,-89.03949,,,
121335,33.779165,-89.03949,,,
113553,33.779165,-89.03949,,,
25747,33.779165,-89.03949,,,
26259,33.779165,-89.03949,,,
28184,33.779165,-89.03949,,,
20705,33.779165,-89.03949,,,
11814,33.779165,-89.03949,,,
20154,33.779165,-89.03949,,,
7752,33.779165,-89.03949,,,
5497,33.779165,-89.03949,,,
31250,33.779165,-89.03949,,,
7256,32.540084,-90.307122,,,
20102,32.540084,-90.307122,,,
51959,32.540084,-90.307122,,,
32065576,#N/A,#N/A,,,
1244925,21.389167,-157.93091,,,
86541,19.307543,-155.88338,,,
1398294,21.338055,-158.02499,,,
968455,21.345535,-158.08587,,,
162249,20.899634,-156.27315,,,
171902,21.630633,-158.07448,,,
27341,20.739217,-156.03893,,,
76234,21.60625,-157.90949,,,
987420,19.713562,-155.09842,,,
71281,22.223635,-159.49025,,,
69782,19.410727,-155.7478,,,
88489,20.089087,-155.51679,,,
38557,21.554467,-157.85108,,,
54133,21.68762,-157.95903,,,
419335,20.883951,-156.46579,,,
1581928,21.3949,-157.74529,,,
157309,19.947774,-155.78634,,,
584139,19.675386,-155.97588,,,
127079,21.999721,-159.4776,,,
360647,20.040191,-155.69999,,,
1656670,21.501854,-157.87926,,,
351458,22.077472,-159.34463,,,
78503,21.111246,-156.9741,,,
211553,19.625495,-155.01121,,,
127182,19.526845,-155.9215,,,
621098,20.771418,-156.45769,,,
89793,22.212733,-159.40787,,,
123626,21.910013,-159.48044,,,
45183,19.5604,-155.05686,,,
473450,20.913335,-156.65765,,,
80641,21.6485,-157.92556,,,
374527,21.98081,-159.37746,,,
455143,20.865115,-156.33158,,,
45105,19.516132,-155.11305,,,
149108,19.494625,-154.9266,,,
95634,20.906999,-156.38202,,,
29772,19.800318,-155.10649,,,
938884,21.408333,-157.9669,,,
28810,19.843259,-155.10548,,,
619451,21.501722,-158.03543,,,
1680633,21.459206,-158.0116,,,
233723,20.724391,-156.34031,,,
163478,21.572131,-158.13489,,,
694930,21.434246,-158.17092,,,
659401,20.889294,-156.50497,,,
181065,21.33743,-157.70599,,,
1564454,21.403487,-158.01389,,,
825125,21.313033,-157.85615,,,
575229,21.300167,-157.84777,,,
1013355,21.2782,-157.82199,,,
1627152,21.284,-157.79925,,,
1240225,21.3307,-157.85913,,,
1049966,21.36425,-157.96316,,,
892710,21.3452,-157.88165,,,
1147367,21.287967,-157.75456,,,
1327417,21.31275,-157.82195,,,
1275686,21.2946,-157.69721,,,
642029,21.2951,-157.83066,,,
30202899,#N/A,#N/A,,,
645686,42.883214,-112.43968,,,
345615,42.96866,-112.43182,,,
318111,42.847727,-112.50329,,,
54700,42.97228,-112.83218,,,
108184,42.75159,-112.91931,,,
24905,43.65183,-113.31639,,,
9100,42.539952,-112.23971,,,
12946,42.768812,-111.87207,,,
448334,43.211238,-112.39454,,,
49774,44.53742,-114.18803,,,
5897,42.213131,-112.01429,,,
6600,42.129892,-111.97605,,,
15692,42.43627,-112.11647,,,
55576,43.287888,-112.12765,,,
18755,42.021688,-111.79977,,,
31275,42.525021,-111.7509,,,
5085,43.854175,-113.04362,,,
47851,42.79471,-112.23562,,,
18990,42.616477,-112.01889,,,
27288,42.659404,-112.21484,,,
19897,43.969772,-113.74907,,,
63607,42.192579,-112.32902,,,
56346,42.327996,-111.32637,,,
20292,43.774709,-113.45086,,,
23959,43.115708,-112.59511,,,
139121,42.165399,-111.82369,,,
9904,42.542266,-112.84484,,,
166538,43.366017,-112.11712,,,
90576,42.693133,-111.57731,,,
6134,44.248203,-114.93551,,,
18522,42.055593,-111.98144,,,
7107,42.021829,-111.42742,,,
870263,42.530288,-114.47509,,,
12350,42.390977,-113.59744,,,
68753,43.39918,-114.25865,,,
12509,42.937947,-114.95287,,,
148186,42.596953,-114.81886,,,
272707,42.496588,-113.79857,,,
16760,43.356224,-113.89078,,,
8115,42.371508,-114.90993,,,
54324,42.510364,-113.41808,,,
8602,42.883302,-114.2441,,,
14992,42.59465,-114.25578,,,
17865,43.365909,-114.77559,,,
88590,42.565542,-114.61919,,,
100685,42.944346,-114.70605,,,
36697,42.811892,-114.9251,,,
263438,43.527659,-114.31153,,,
27932,42.482046,-114.299,,,
28434,42.599276,-114.05941,,,
78338,42.562839,-113.7864,,,
294341,42.710124,-114.46394,,,
376565,43.750744,-114.5198,,,
135291,42.509557,-114.37441,,,
13886,42.232525,-113.35296,,,
17052,42.444159,-114.12157,,,
22125,42.261085,-113.8869,,,
59136,42.71554,-113.86281,,,
14619,43.078896,-114.18795,,,
196582,42.671054,-113.62976,,,
43986,43.036666,-114.40997,,,
78101,42.76079,-114.71025,,,
640864,43.528891,-111.98136,,,
520510,43.497685,-112.07391,,,
661906,43.465998,-112.01425,,,
339261,43.458004,-111.95925,,,
37350,44.060947,-111.40548,,,
70420,43.726688,-111.11484,,,
10621,44.164718,-112.34258,,,
11813,43.951754,-112.23219,,,
32284,43.403744,-111.83881,,,
7454,43.369671,-111.23417,,,
18757,44.490674,-111.36631,,,
15465,43.694827,-112.01477,,,
30914,43.759605,-111.99508,,,
8359,43.964437,-112.54642,,,
7474,43.879722,-111.49617,,,
374976,43.80991,-111.80942,,,
325314,43.67511,-111.87407,,,
22377,43.570104,-111.59911,,,
18237,43.722695,-112.15002,,,
95005,43.957025,-111.70208,,,
38127,43.860023,-111.70879,,,
7299,43.450364,-111.33201,,,
15125,43.857435,-112.42474,,,
10624,43.890719,-111.64522,,,
23684,43.81958,-111.16768,,,
83735,43.636332,-111.14842,,,
10170,45.338175,-113.8584,,,
3440,44.525291,-113.29547,,,
7021,45.486818,-114.07866,,,
103042,45.101697,-113.90306,,,
723130,46.388753,-116.98484,,,
2985,46.505902,-116.3187,,,
33244,46.041157,-116.38568,,,
14535,46.223309,-116.48168,,,
17338,46.363204,-116.63906,,,
4778,45.920694,-115.25273,,,
4407,46.154136,-116.40471,,,
104948,45.923869,-116.13146,,,
23750,46.542771,-116.7202,,,
51964,46.224145,-116.03726,,,
21862,46.635799,-116.54146,,,
24411,46.122654,-115.72485,,,
32017,46.39708,-116.78649,,,
20167,46.52808,-116.46896,,,
17152,46.256652,-116.24922,,,
97607,46.485334,-116.20071,,,
8828,46.460115,-116.43823,,,
9632,46.525642,-115.82276,,,
12461,45.405792,-116.36431,,,
13748,46.093893,-115.9769,,,
13219,46.368447,-115.90101,,,
13217,45.717554,-116.26936,,,
6547,46.216165,-116.62363,,,
10063,42.87616,-115.88714,,,
385442,43.658834,-116.67755,,,
426602,43.675651,-116.73825,,,
14639,44.647796,-116.69,,,
42939,44.476882,-115.9729,,,
27909,44.829994,-116.55344,,,
25609,44.699961,-116.05992,,,
960766,43.705551,-116.36346,,,
245037,43.888285,-116.5143,,,
168393,44.002031,-116.91129,,,
34914,44.103121,-115.9354,,,
22426,42.965519,-115.32724,,,
16394,43.004691,-116.07225,,,
22238,43.670142,-116.82367,,,
10273,42.939818,-115.49697,,,
66541,43.598319,-116.9484,,,
32644,43.933688,-116.1889,,,
21357,43.85128,-115.87903,,,
4130,44.554347,-116.4388,,,
5750,42.969692,-115.17427,,,
349486,43.463644,-116.39311,,,
168960,44.854428,-116.04991,,,
46737,43.534319,-116.84062,,,
58053,43.370358,-116.57555,,,
883628,43.609434,-116.39642,,,
180778,43.720076,-116.60253,,,
8854,44.426905,-116.62405,,,
1084854,44.426905,-116.62405,,,
346966,43.208029,-115.62345,,,
33177,43.06997,-115.85201,,,
6882,43.135267,-116.46584,,,
364521,43.583454,-116.58697,,,
28059,45.077791,-116.34335,,,
74379,43.96929,-116.81389,,,
96901,43.790319,-116.93469,,,
137868,44.079947,-116.89433,,,
195995,43.697658,-116.49155,,,
9015,44.017756,-116.31264,,,
125599,44.310781,-116.93326,,,
64623,43.653878,-116.90117,,,
764985,43.529812,-116.57761,,,
435059,43.590212,-116.53781,,,
790948,43.627734,-116.20756,,,
403109,43.668396,-116.25707,,,
718955,43.63123,-116.28716,,,
468898,43.583139,-116.2252,,,
813136,43.593523,-116.19903,,,
1173075,43.572671,-116.29527,,,
390112,43.595763,-116.16367,,,
627448,43.638314,-116.33059,,,
557025,43.641774,-116.26507,,,
455658,43.601772,-116.02721,,,
106181,47.943718,-116.66605,,,
15644,47.982523,-116.56168,,,
17590,48.021497,-116.98833,,,
129606,48.770783,-116.41051,,,
8116,48.055621,-116.5854,,,
24716,47.532742,-116.46535,,,
22030,48.119781,-116.15905,,,
21046,48.108672,-116.64794,,,
504461,47.66655,-116.7757,,,
615852,47.718227,-116.78897,,,
9465,48.582545,-116.83491,,,
19859,48.168577,-117.02483,,,
23155,46.79844,-116.54841,,,
3634,47.123919,-116.94417,,,
7528,47.10625,-116.38764,,,
39074,46.552921,-116.91914,,,
36701,47.498424,-116.74475,,,
512269,47.773595,-116.74907,,,
24827,48.229101,-116.27423,,,
44200,47.542783,-116.11848,,,
25162,47.566703,-116.20774,,,
470639,46.727636,-116.98067,,,
25957,48.720842,-116.13626,,,
14344,47.466971,-115.78377,,,
20622,48.575219,-116.41475,,,
5516,48.649023,-116.89426,,,
39740,47.512203,-116.24128,,,
24010,47.322203,-116.88379,,,
24317,48.30476,-116.53305,,,
694700,47.720306,-116.94564,,,
36969,46.95597,-116.91671,,,
95155,48.315799,-116.90904,,,
14145,46.871275,-116.82431,,,
251120,47.818931,-116.8783,,,
126128,48.205853,-116.5571,,,
107314,47.274904,-116.57392,,,
350418,48.362033,-116.55101,,,
12064,47.542989,-116.18156,,,
68154,47.97618,-116.86895,,,
4330,47.155827,-116.89647,,,
46010,46.747944,-116.74693,,,
19366,46.861905,-116.96316,,,
27526,47.533448,-115.88759,,,
28264,47.446701,-116.90486,,,
366050080,#N/A,#N/A,,,
752584,42.46617,-88.09995,,,
2156701,42.108428,-87.97723,,,
1225219,42.069327,-87.98464,,,
1084604,42.005978,-87.99847,,,
612781,42.07506,-88.02508,,,
4103474,42.160791,-88.15231,,,
521441,42.265643,-88.31664,,,
965714,42.217523,-88.24338,,,
1631131,42.226623,-88.33066,,,
2088087,42.169325,-87.86556,,,
1477727,42.047178,-87.89058,,,
753082,42.008429,-87.89234,,,
251962,42.409445,-88.17822,,,
189424,42.194946,-88.21676,,,
2127146,42.130976,-87.76252,,,
2319499,42.07672,-87.81922,,,
990503,41.811929,-87.68732,,,
1284694,42.338955,-88.03433,,,
1398246,42.375821,-87.93517,,,
275848,42.424338,-88.61431,,,
49433,42.468318,-88.43125,,,
3231988,42.181875,-87.80956,,,
130080,42.205724,-87.81421,,,
239666,42.372721,-88.15303,,,
226998,42.277691,-88.20074,,,
575082,42.088128,-87.716,,,
752112,42.286222,-87.86309,,,
3556110,42.238087,-87.86093,,,
1174455,42.410687,-88.05462,,,
2875371,42.199957,-88.05859,,,
2022724,42.290922,-87.95169,,,
922677,42.348406,-88.24769,,,
740456,42.324761,-88.452481,,,
738004,42.041999,-87.78882,,,
1622840,42.065427,-87.93621,,,
1240799,42.263623,-88.01172,,,
1089940,42.229856,-87.96779,,,
2936641,42.124576,-87.84303,,,
187261,42.326072,-87.85202,,,
2045997,42.10979,-88.04917,,,
1876338,42.01183,-87.84158,,,
586235,42.188074,-87.92717,,,
456524,42.105576,-87.92816,,,
124036,42.464639,-88.3028,,,
34518,42.405464,-88.30274,,,
1222587,42.366253,-88.09647,,,
999298,42.143819,-88.02546,,,
1036742,42.03618,-87.7321,,,
709822,42.033313,-87.75764,,,
335656,42.441869,-88.22167,,,
389770,42.428187,-87.92935,,,
516579,42.263181,-88.14328,,,
989869,42.361271,-87.86187,,,
555818,42.404272,-87.86525,,,
61887,42.312372,-87.85284,,,
1735179,42.167638,-87.96393,,,
908174,42.131526,-87.92958,,,
2492954,42.077178,-87.72373,,,
4102591,42.104127,-87.75016,,,
201116,42.48067,-87.83018,,,
252736,42.384504,-88.3495,,,
958140,42.316121,-88.43884,,,
574302,42.451371,-87.84862,,,
859627,41.931573,-88.00222,,,
1074120,42.17315,-88.31849,,,
1431789,41.977477,-88.17257,,,
338329,41.882924,-87.87642,,,
415455,41.956479,-87.95117,,,
985096,42.023977,-88.17657,,,
775476,41.94954,-88.08256,,,
727539,42.121188,-88.27227,,,
8540,41.998231,-88.84223,,,
95746,41.921121,-88.6899,,,
743656,41.924127,-88.74617,,,
598955,42.101502,-88.28891,,,
396171,41.876506,-88.46429,,,
935161,42.037176,-88.25922,,,
1004226,42.034776,-88.32393,,,
741579,42.034776,-88.32393,,,
2109792,41.89103,-87.94181,,,
6549,42.034502,-88.97084,,,
385212,41.871331,-87.81235,,,
342636,41.93548,-87.87468,,,
728334,41.980896,-88.144475,,,
1372353,41.885728,-88.31957,,,
169222,42.10028,-88.6906,,,
226376,42.099479,-88.36942,,,
1991032,41.869779,-88.06285,,,
684545,41.920228,-88.07891,,,
447691,42.086218,-88.5036,,,
847041,42.171973,-88.42891,,,
382077,41.972328,-88.02196,,,
65564,42.102014,-88.76647,,,
61534,42.100571,-88.87665,,,
1564022,41.875429,-88.01723,,,
42152,41.933061,-88.88293,,,
119486,41.91842,-88.57626,,,
338370,42.242199,-88.61034,,,
340429,41.880281,-87.84455,,,
531630,41.851257,-87.88351,,,
167897,41.857931,-87.85477,,,
825081,42.185733,-88.348484,,,
115575,41.970628,-88.05606,,,
359051,41.89988,-87.85978,,,
167585,41.872997,-87.90101,,,
116552,41.886794,-87.91052,,,
381393,41.91823,-87.89627,,,
55242,41.90158,-87.88046,,,
805853,41.811929,-87.68732,,,
199255,41.92583,-87.84013,,,
787904,41.980761,-88.08704,,,
499385,42.051927,-88.04814,,,
1283238,41.919808,-88.30498,,,
1343723,41.944577,-88.38326,,,
212969,41.95683,-87.87193,,,
656850,41.99215,-88.30609,,,
599856,41.990505,-88.68704,,,
46779,42.229437,-88.52606,,,
763309,41.880429,-87.97813,,,
213354,41.953427,-88.25176,,,
897553,41.891978,-88.20502,,,
1188772,41.858279,-88.10904,,,
1195220,41.918578,-88.13688,,,
1546149,41.839679,-88.088716,,,
479460,41.875228,-88.15261,,,
383001,41.962979,-87.97688,,,
654517,42.065827,-88.21399,,,
1229674,42.01299,-88.09675,,,
579238,42.037108,-88.10719,,,
158027,42.067809,-88.10828,,,
2162635,42.056391,-87.69684,,,
1237720,42.030327,-87.68828,,,
241071,42.048879,-87.7175,,,
85423,41.887981,-87.79562,,,
1728653,41.893941,-87.78899,,,
611448,41.87355,-87.7885,,,
891133,41.893031,-87.81718,,,
207146,41.350484,-87.62408,,,
1084627,41.836981,-87.79095,,,
381406,41.836981,-87.79095,,,
610049,41.836981,-87.79095,,,
357184,41.656592,-87.68154,,,
34099,41.230524,-88.25503,,,
137437,41.262178,-88.22307,,,
588761,41.614188,-87.54638,,,
386548,41.439518,-88.20898,,,
870802,41.511307,-87.6101,,,
245176,41.702482,-87.77869,,,
238239,41.292011,-88.2783,,,
469300,41.439034,-87.61173,,,
394259,41.626839,-87.59865,,,
128496,41.089453,-88.42783,,,
117305,41.429681,-88.10284,,,
527183,41.539384,-87.68424,,,
1333349,41.501178,-87.83875,,,
61964,41.174117,-88.30954,,,
194623,41.544584,-87.61289,,,
312619,41.609078,-87.66264,,,
172253,41.609078,-87.66264,,,
292258,41.574034,-87.67857,,,
600625,41.556734,-87.66464,,,
643302,41.52493,-88.19022,,,
286865,41.533631,-88.05592,,,
257134,41.511644,-88.05698,,,
1044486,41.54338,-88.11963,,,
290899,41.50798,-88.10553,,,
625689,41.565685,-87.54819,,,
964973,41.676028,-87.98258,,,
1192880,41.703097,-88.07462,,,
914461,41.598235,-88.02753,,,
316878,41.407474,-87.96883,,,
508485,41.503468,-87.73695,,,
47386,41.243419,-88.40325,,,
584912,41.631683,-87.73309,,,
835375,41.64273,-88.09934,,,
386407,41.473553,-88.29167,,,
905648,41.536782,-87.88582,,,
263993,41.422555,-87.75531,,,
605670,41.370642,-88.40749,,,
1147361,41.509231,-87.96475,,,
721134,41.605633,-87.75356,,,
1433459,41.715082,-87.7546,,,
296074,41.742432,-87.80678,,,
90718,41.730533,-87.73198,,,
321936,41.723782,-87.82825,,,
236251,41.746432,-87.83557,,,
531769,41.744082,-87.77022,,,
36958,41.00148,-88.52981,,,
219425,41.51829,-87.69274,,,
1444190,41.623532,-87.83542,,,
598408,41.663548,-87.79148,,,
521692,41.664582,-87.84378,,,
433077,41.699432,-87.82977,,,
424001,41.472934,-87.68767,,,
1152658,41.598255,-87.89201,,,
158777,41.331114,-87.79917,,,
86334,41.628034,-87.68694,,,
16220,41.169068,-88.6494,,,
277626,41.483844,-87.72134,,,
52666,41.642933,-87.70814,,,
538456,41.597472,-87.59909,,,
196237,41.470084,-87.63369,,,
56904,41.570384,-87.60839,,,
1164116,41.5738,-87.80389,,,
350565,41.561134,-87.72398,,,
19412,41.231718,-88.52659,,,
205414,41.737616,-87.87778,,,
298051,41.298186,-88.1464,,,
219698,41.688827,-87.79265,,,
105996,41.688827,-87.79265,,,
856520,41.688827,-87.79265,,,
659420,41.684752,-88.14203,,,
877616,41.684752,-88.14203,,,
154007,41.784832,-87.81,,,
926349,41.784832,-87.81,,,
490463,41.784832,-87.81,,,
1000869,41.760067,-88.25218,,,
735535,41.756129,-88.29699,,,
1036159,41.766029,-88.35254,,,
1138248,41.845228,-88.30995,,,
79947,41.75537,-88.54865,,,
43135,41.706034,-88.41296,,,
508491,41.822681,-87.84753,,,
634273,41.779533,-87.95798,,,
1272528,41.80348,-88.01827,,,
1125006,41.761463,-88.01334,,,
1005542,41.75253,-88.04864,,,
73006,41.599139,-88.91932,,,
77760,41.776884,-88.64655,,,
2795338,41.772915,-87.92996,,,
1377870,41.837716,-87.96041,,,
1391207,41.788536,-87.87605,,,
506551,41.829831,-87.8704,,,
1896983,41.839679,-88.088716,,,
15425,41.792378,-88.9516,,,
46205,41.620636,-88.78895,,,
1077387,41.789079,-88.08536,,,
191178,41.812331,-87.82318,,,
622035,41.721886,-88.32972,,,
2328313,41.764779,-88.14579,,,
93903,41.529433,-88.53552,,,
532309,41.809387,-88.32931,,,
1124066,41.684896,-88.34177,,,
757596,41.607624,-88.19736,,,
291123,41.665654,-88.53697,,,
622938,41.836131,-87.82163,,,
275802,41.645393,-88.63052,,,
19866,41.490329,-88.74998,,,
33774,41.769322,-88.86858,,,
88004,41.527585,-88.68292,,,
125683,41.645998,-88.69,,,
19952,41.830628,-89.01704,,,
491933,41.779939,-88.45183,,,
434541,41.82552,-88.19452,,,
50313,41.768498,-88.77539,,,
996505,41.805531,-87.90103,,,
717528,41.795358,-87.97778,,,
717700,41.631342,-88.43996,,,
940012,41.745623,-87.98108,,,
1419528,41.794885,-88.16188,,,
2159923,41.707118,-88.19634,,,
1985786,41.728738,-88.12824,,,
821966,41.839679,-88.088716,,,
1201439,41.839679,-88.088716,,,
1138367,41.886456,-87.62325,,,
268450,41.882937,-87.62874,,,
588336,41.880446,-87.63014,,,
505082,41.877589,-87.62818,,,
1279950,41.860019,-87.6187,,,
758445,41.882582,-87.6376,,,
1225699,41.875882,-87.65114,,,
987186,41.850532,-87.6699,,,
725889,41.814283,-87.65282,,,
2964687,41.898582,-87.6371,,,
4265182,41.904667,-87.62504,,,
595006,41.880682,-87.6877,,,
2164690,41.953256,-87.6629,,,
5441172,41.922682,-87.65432,,,
1031331,41.801525,-87.60215,,,
1131160,41.8474,-87.63126,,,
1230209,41.719973,-87.5557,,,
2416667,41.945681,-87.7048,,,
1028613,41.744834,-87.60444,,,
995327,41.740483,-87.65282,,,
292627,41.776983,-87.6404,,,
1930521,41.900332,-87.66927,,,
814470,41.850232,-87.718,,,
368297,41.879365,-87.72199,,,
1668922,41.971614,-87.70256,,,
873796,42.009731,-87.66938,,,
1012330,41.695434,-87.62255,,,
1383548,41.777482,-87.71155,,,
1248449,41.971044,-87.75869,,,
995103,41.99623,-87.81091,,,
1008637,41.809299,-87.7105,,,
226023,41.655423,-87.55365,,,
1477850,41.944454,-87.79654,,,
386092,41.776633,-87.66854,,,
851624,41.779384,-87.60544,,,
1243038,41.787982,-87.7738,,,
1017647,41.921431,-87.75415,,,
1815781,41.973181,-87.6665,,,
